IntegralExpB0	IntegralExpB0AtOverQtt	IntegralExpB0Test	ax	ay	Gx	Gy	mu	T
1.0000000197840953	1.7095648326595632	0.9994386105557834	0.01	0.01	0.4	0.4	3.4191580639928443	0.0018000000000000032
1.00000000131341	1.709576109485334	0.9999150784126044	0.01	0.01	0.6	0.6	3.4191580639928443	0.0018000000000000032
0.999999999998414	1.7095783555648103	0.9999999346629072	0.01	0.01	1.0	1.0	3.4191580639928443	0.0018000000000000032
1.0000000042820916	1.7071033428133515	0.9999709188249909	0.01	0.01	0.1	0.1	3.414200799486534	0.0019999999999999944
1.00000002909319	1.7070862414548926	0.9997909814706362	0.01	0.01	0.2	0.2	3.414200799486534	0.0019999999999999944
1.0000000213227158	1.7070855826382387	0.9995368643736485	0.01	0.01	0.4	0.4	3.414200799486534	0.0019999999999999944
1.0000000014858352	1.7070972131197861	0.9999250185652832	0.01	0.01	0.6	0.6	3.414200799486534	0.0019999999999999944
0.9999999999985022	1.7070996629879844	0.9999999320934854	0.01	0.01	1.0	1.0	3.414200799486534	0.0019999999999999944
1.0000000042729609	1.6947676784479146	0.999981244551066	0.01	0.01	0.1	0.1	3.389523837794453	0.0030000000000000096
1.0000000314122868	1.6947488435580558	0.9998894513454241	0.01	0.01	0.2	0.2	3.389523837794453	0.0030000000000000096
1.0000000286383397	1.6947447206376927	0.9997580328001667	0.01	0.01	0.4	0.4	3.389523837794453	0.0030000000000000096
1.0000000025117757	1.6947575243952073	0.9999512521670547	0.01	0.01	0.5999999999999999	0.5999999999999999	3.389523837794453	0.0030000000000000096
0.999999999999226	1.6947609035649103	0.9999999193562796	0.01	0.01	1.0	1.0	3.389523837794453	0.0030000000000000096
1.0000000042165735	1.6825225267509893	0.9999854621409572	0.01	0.01	0.1	0.1	3.365029087213313	0.003999999999999995
1.0000000327204768	1.6825024615771773	0.9999238854092081	0.01	0.01	0.2	0.2	3.365029087213313	0.003999999999999995
1.000000035215797	1.6824955775436454	0.9998381213860896	0.01	0.01	0.4	0.4	3.365029087213313	0.003999999999999995
1.0000000037497723	1.68250907500809	0.9999626871678784	0.01	0.01	0.6	0.6	3.365029087213313	0.003999999999999995
1.0000000000009361	1.6825132794413395	0.9999999065769343	0.01	0.01	1.0	1.0	3.365029087213313	0.003999999999999995
1.000000004135117	1.6703679685332993	0.9999879219976183	0.01	0.01	0.1	0.1	3.340716447134716	0.004999999999999994
1.000000033433489	1.6703469880457555	0.9999416347563101	0.01	0.01	0.2	0.2	3.340716447134716	0.004999999999999994
1.000000041082747	1.6703378247111706	0.9998788925037805	0.01	0.01	0.4	0.4	3.340716447134716	0.004999999999999994
1.0000000051459381	1.6703517769170741	0.9999691436428875	0.01	0.01	0.6	0.6	3.340716447134716	0.004999999999999994
1.0000000000039724	1.670356733206136	0.9999998936007758	0.01	0.01	1.0	1.0	3.340716447134716	0.004999999999999994
1.0000000040387904	1.658304024851958	0.9999895928897541	0.01	0.01	0.1	0.1	3.3165857883409826	0.0059999999999999915
1.0000000337524568	1.658282362795003	0.999952555884986	0.01	0.01	0.2	0.2	3.3165857883409826	0.0059999999999999915
1.0000000463046976	1.6582712891698683	0.999903454153682	0.01	0.01	0.4	0.4	3.3165857883409826	0.0059999999999999915
1.0000000066631762	1.6582855457617862	0.9999733250758372	0.01	0.01	0.6	0.6	3.3165857883409826	0.0059999999999999915
1.0000000000087494	1.6582911960084539	0.999999880361086	0.01	0.01	1.0	1.0	3.3165857883409826	0.0059999999999999915
1.0000000038781462	1.6403779629772166	0.9999913373315236	0.01	0.01	0.1	0.1	3.280730662270309	0.0074999999999999945
1.0000000337316357	1.6403556146848104	0.9999629128520663	0.01	0.01	0.2	0.2	3.280730662270309	0.0074999999999999945
1.0000000530611237	1.6403422214080303	0.9999261234686001	0.01	0.01	0.4	0.4	3.280730662270309	0.0074999999999999945
1.0000000091064893	1.6403567470970029	0.999977450277329	0.01	0.01	0.6	0.6	3.280730662270309	0.0074999999999999945
1.0000000000200515	1.640363349737207	0.9999998599507711	0.01	0.01	1.0	1.0	3.280730662270309	0.0074999999999999945
1.0000000035909007	1.6109536177132033	0.9999932214602695	0.01	0.01	0.1	0.1	3.221879386647624	0.009999999999999997
1.0000000328641505	1.6109307849380001	0.9999728781965744	0.01	0.01	0.2	0.2	3.221879386647624	0.009999999999999997
1.0000000618629648	1.6109146399986178	0.9999470903870894	0.01	0.01	0.4	0.4	3.221879386647624	0.009999999999999997
1.0000000134526787	1.610929300622165	0.9999815896877997	0.01	0.01	0.6	0.6	3.221879386647624	0.009999999999999997
1.0000000000527693	1.6109373008251633	0.9999998244415412	0.01	0.01	1.0	1.0	3.221879386647624	0.009999999999999997
1.000000003299432	1.5820934356694725	0.9999944635283269	0.01	0.01	0.1	0.1	3.1641587252811654	0.012499999999999997
1.000000031402203	1.5820706996908287	0.9999787712330659	0.01	0.01	0.2	0.2	3.1641587252811654	0.012499999999999997
1.000000068118338	1.582052844590556	0.9999589671208781	0.01	0.01	0.4	0.4	3.1641587252811654	0.012499999999999997
1.0000000179298694	1.5820674112506183	0.9999841447597738	0.01	0.01	0.6	0.6	3.1641587252811654	0.012499999999999997
1.0000000001087095	1.5820766191665447	0.9999997872041997	0.01	0.01	1.0	1.0	3.1641587252811654	0.012499999999999997
1.0000000030156841	1.5537952241654995	0.9999953607155675	0.01	0.01	0.10000000000000002	0.10000000000000002	3.1075637029740606	0.015000000000000005
1.0000000296312368	1.5537729856867277	0.9999827133988477	0.01	0.01	0.20000000000000004	0.20000000000000004	3.1075637029740606	0.015000000000000005
1.0000000723054667	1.553754195959192	0.9999666557376512	0.01	0.01	0.4000000000000001	0.4000000000000001	3.1075637029740606	0.015000000000000005
1.000000022355746	1.5537685432244863	0.999985926399126	0.01	0.01	0.6	0.6	3.1075637029740606	0.015000000000000005
1.0000000001939464	1.5537788045955343	0.9999997485071941	0.01	0.01	1.0	1.0	3.1075637029740606	0.015000000000000005
1.0000000027456553	1.5260561793504417	0.9999960456614052	0.01	0.01	0.1	0.1	3.052088288289314	0.0175
1.0000000277145251	1.5260347180261293	0.9999855580032809	0.01	0.01	0.2	0.2	3.052088288289314	0.0175
1.0000000748067246	1.5260155855783628	0.9999720711402262	0.01	0.01	0.4	0.4	3.052088288289314	0.0175
1.0000000265962403	1.526029647298749	0.9999872714322531	0.01	0.01	0.6	0.6	3.052088288289314	0.0175
1.0000000003139868	1.526040832463878	0.9999997086771919	0.01	0.01	1.0	1.0	3.052088288289314	0.0175
1.0000000001738554	1.4988798246140833	0.9999991314639756	0.01	0.01	0.05	0.05	2.997725422294234	0.019999999999999993
1.0000000003547167	1.498878763831106	0.9999987523262811	0.01	0.01	0.06	0.06	2.997725422294234	0.019999999999999993
1.0000000010760617	1.498876141937228	0.9999977963454567	0.01	0.01	0.08	0.08	2.997725422294234	0.019999999999999993
1.000000002492326	1.4988729322831578	0.9999965881984577	0.01	0.01	0.1	0.1	2.997725422294234	0.019999999999999993
1.0000000105110034	1.4988631131306036	0.999992609881087	0.01	0.01	0.15	0.15	2.997725422294234	0.019999999999999993
1.0000000257520347	1.4988524414599342	0.9999877174033521	0.01	0.01	0.2	0.2	2.997725422294234	0.019999999999999993
1.0000000454225306	1.4988430262575507	0.9999827406513454	0.01	0.01	0.25	0.25	2.997725422294234	0.019999999999999993
1.0000000635829445	1.4988364357652033	0.9999786660463384	0.01	0.01	0.3	0.3	2.997725422294234	0.019999999999999993
1.0000000759369467	1.4988334223490263	0.9999761122715471	0.01	0.01	0.4	0.4	2.997725422294234	0.019999999999999993
1.0000000688330002	1.4988358373412902	0.9999778470874181	0.01	0.01	0.45	0.45	2.997725422294234	0.019999999999999993
1.0000000566556106	1.498839493353499	0.9999809422839417	0.01	0.01	0.5	0.5	2.997725422294234	0.019999999999999993
1.0000000305535182	1.4988471688366767	0.9999883448593797	0.01	0.01	0.6	0.6	2.997725422294234	0.019999999999999993
1.0000000131351832	1.4988527823254598	0.9999941833546919	0.01	0.01	0.7	0.7	2.997725422294234	0.019999999999999993
1.000000004814487	1.4988561317704838	0.9999975092883687	0.01	0.01	0.8	0.8	2.997725422294234	0.019999999999999993
1.0000000004734284	1.498859166515244	0.9999996680678963	0.01	0.01	1.0	1.0	2.997725422294234	0.019999999999999993
1.0000000007018266	1.214155440476597	0.9999991430734695	0.01	0.01	0.1	0.1	2.4283509581069276	0.049999999999999996
1.0000000003872453	0.8832175241462061	0.9999996954397709	0.01	0.01	0.15	0.15	1.7665093782759966	0.1
1.0000000024383893	0.8832189594835052	0.9999992560882768	0.01	0.01	0.25	0.25	1.7665093782759966	0.1
1.0000000044057056	0.8832201137218052	0.999999018956855	0.01	0.01	0.3	0.3	1.7665093782759966	0.1
1.0000000129112396	0.8832254243651003	0.9999984523518447	0.01	0.01	0.45	0.45	1.7665093782759966	0.1
1.0000000157454685	0.8832276901712931	0.9999983510891377	0.01	0.01	0.5	0.5	1.7665093782759966	0.1
1.0000000209231479	0.8832373513075079	0.9999984247833338	0.01	0.01	0.7	0.7	1.7665093782759966	0.1
1.0000000193155136	0.8832416063868715	0.9999986577179494	0.01	0.01	0.8	0.8	1.7665093782759966	0.1
1.0000002593980462	1.499829581293984	0.9995590956980391	0.1	0.1	0.1	0.1	2.997725422294234	0.019999999999999993
1.000002562316084	1.4977753291117224	0.9985896774268903	0.1	0.1	0.2	0.2	2.997725422294234	0.019999999999999993
1.000007526984073	1.4959581193059481	0.9976403808259154	0.1	0.1	0.4	0.4	2.997725422294234	0.019999999999999993
1.00000308610667	1.4973078304618979	0.998845828198537	0.1	0.1	0.6	0.6	2.997725422294234	0.019999999999999993
1.0000000478171132	1.498508169468586	0.9999666785950112	0.1	0.1	1.0	1.0	2.997725422294234	0.019999999999999993
1.0000000713003299	1.2120883317711633	0.9998987067437263	0.1	0.1	0.1	0.1	2.4283509581069276	0.049999999999999996
1.0000008499949287	1.2114167907067395	0.9996664862845006	0.1	0.1	0.2	0.2	2.4283509581069276	0.049999999999999996
1.0000046713172392	1.2109008240249246	0.9993277385488851	0.1	0.1	0.4	0.4	2.4283509581069276	0.049999999999999996
1.0000047320880272	1.2120090377246437	0.9994651355531192	0.1	0.1	0.6	0.6	2.4283509581069276	0.049999999999999996
1.0000005632815059	1.2136591652686062	0.9999240302229494	0.1	0.1	1.0	1.0	2.4283509581069276	0.049999999999999996
1.0000000000710414	1.2140822061203085	0.9999999783225062	0.1	0.1	2.0	2.0	2.4283509581069276	0.049999999999999996
1.0000114622508987	1.7237263423826008	0.24024522379556582	0.2	0.2	0.2	0.2	3.4440537714234423	0.0008000000000000014
1.0000092175806865	1.7141110079799189	0.7217608470971912	0.2	0.2	0.2	0.2	3.4390600442094232	0.000999999999999994
1.0000100336663962	1.7074083883280813	0.8752888725068437	0.2	0.2	0.2	0.2	3.4266076330964865	0.0014999999999999907
1.0000107443575548	1.70129487179646	0.9159869094321459	0.2	0.2	0.2	0.2	3.414200799486534	0.0019999999999999944
1.000012249679028	1.6773262378596234	0.9606506625031406	0.2	0.2	0.2	0.2	3.365029087213313	0.003999999999999995
1.000012761464234	1.653579350688684	0.9733693898439657	0.2	0.2	0.2	0.2	3.3165857883409826	0.0059999999999999915
1.0000128120414342	1.6300229121578893	0.9796709006751169	0.2	0.2	0.2	0.2	3.268869755322983	0.007999999999999998
1.0000125998334481	1.6066798354516914	0.9835394414972157	0.2	0.2	0.2	0.2	3.221879386647624	0.009999999999999997
1.0000114900186223	1.5493925089992373	0.9890074998123802	0.2	0.2	0.20000000000000004	0.20000000000000004	3.1075637029740606	0.015000000000000005
1.000001150917358	1.501953998365949	0.9962878954952139	0.2	0.2	0.1	0.1	2.997725422294234	0.019999999999999993
1.0000100590340362	1.4938288966328264	0.992019593776268	0.2	0.2	0.2	0.2	2.997725422294234	0.019999999999999993
1.0000293116362857	1.4875249301169902	0.9909023792498378	0.2	0.2	0.4	0.4	2.997725422294234	0.019999999999999993
1.000012714114534	1.49263675855103	0.9955175284619309	0.2	0.2	0.6	0.6	2.997725422294234	0.019999999999999993
1.000000197132828	1.4974435849704026	0.999865152755567	0.2	0.2	1.0	1.0	2.997725422294234	0.019999999999999993
1.0000072416212897	1.3884853287835848	0.9953621808991286	0.2	0.2	0.2	0.2	2.7912242752478287	0.02999999999999999
1.0000049835718778	1.2913462454253268	0.9971540252204172	0.2	0.2	0.2	0.2	2.601717865394446	0.039999999999999994
1.0000002963702448	1.204784500023801	0.9993415529191814	0.2	0.2	0.1	0.1	2.4283509581069276	0.049999999999999996
1.0000033492108964	1.2025219412438637	0.9982070468674863	0.2	0.2	0.2	0.2	2.4283509581069276	0.049999999999999996
1.000018069472227	1.2012489221107825	0.9972424192620378	0.2	0.2	0.4	0.4	2.4283509581069276	0.049999999999999996
1.000019006289577	1.2055595379116302	0.9979238943164499	0.2	0.2	0.6	0.6	2.4283509581069276	0.049999999999999996
1.000002299143489	1.2121049749484407	0.9996965219826033	0.2	0.2	1.0	1.0	2.4283509581069276	0.049999999999999996
1.0000000002871563	1.2138023632597335	0.999999912823823	0.2	0.2	2.0	2.0	2.4283509581069276	0.049999999999999996
1.0000022233487846	1.1217601487321793	0.9988487420571167	0.2	0.2	0.2	0.2	2.2701245741966263	0.059999999999999984
1.000001468644156	1.0485862539108863	0.9992476125481945	0.2	0.2	0.2	0.2	2.1259504410758425	0.07000000000000002
1.0000009702252932	0.9824043021645955	0.999499473127176	0.2	0.2	0.2	0.2	1.994700908962646	0.08000000000000002
1.0000006433352355	0.9225697299798592	0.9996609930588263	0.2	0.2	0.2	0.2	1.8752507613188503	0.09
1.0000004292489766	0.8684387725776599	0.9997662711882066	0.2	0.2	0.2	0.2	1.7665093782759966	0.1
1.0000029198788247	1.5021460249775083	0.9774285143141133	0.3	0.3	0.1	0.1	2.997725422294234	0.019999999999999993
1.0000217505824427	1.4853098257118313	0.9738064265219781	0.3	0.3	0.2	0.2	2.997725422294234	0.019999999999999993
1.000063074652342	1.4743096082447067	0.9807130814779761	0.3	0.3	0.4	0.4	2.997725422294234	0.019999999999999993
1.000029964946498	1.4848410928623117	0.9903939028322173	0.3	0.3	0.6	0.6	2.997725422294234	0.019999999999999993
1.0000004664340203	1.4956660173782084	0.999690680159976	0.3	0.3	1.0	1.0	2.997725422294234	0.019999999999999993
1.00000069088948	1.1889712895552653	0.9969765185085326	0.3	0.3	0.1	0.1	2.4283509581069276	0.049999999999999996
1.0000072893296135	1.1858496606096436	0.9940445821906267	0.3	0.3	0.2	0.2	2.4283509581069276	0.049999999999999996
1.000038522929818	1.1856793870933144	0.9936198558554515	0.3	0.3	0.4	0.4	2.4283509581069276	0.049999999999999996
1.000042985779497	1.194980476146807	0.9955505435487336	0.3	0.3	0.6	0.6	2.4283509581069276	0.049999999999999996
1.000005349733426	1.2094970470776019	0.9993187985739415	0.3	0.3	1.0	1.0	2.4283509581069276	0.049999999999999996
1.0000056385628098	1.493459193472621	0.9233445623723171	0.4	0.4	0.1	0.1	2.997725422294234	0.019999999999999993
1.00003618887818	1.4703025773328844	0.9405587143599062	0.4	0.4	0.2	0.2	2.997725422294234	0.019999999999999993
1.0001054432920569	1.4572874126343465	0.9683175999644689	0.4	0.4	0.4	0.4	2.997725422294234	0.019999999999999993
1.000056518116167	1.4739427544234849	0.984030988043631	0.4	0.4	0.6	0.6	2.997725422294234	0.019999999999999993
1.0000008896717338	1.4931703515140673	0.9994351710244439	0.4	0.4	1.0	1.0	2.997725422294234	0.019999999999999993
1.0000012337655986	1.1591688118973866	0.9889034464321929	0.4	0.4	0.1	0.1	2.4283509581069276	0.049999999999999996
1.0000122310699946	1.159340940927947	0.9848092020593788	0.4	0.4	0.2	0.2	2.4283509581069276	0.049999999999999996
1.0000637498946026	1.1648027310343532	0.9884665565765012	0.4	0.4	0.4	0.4	2.4283509581069276	0.049999999999999996
1.000076724035883	1.1805362143397575	0.9925892896542373	0.4	0.4	0.6	0.6	2.4283509581069276	0.049999999999999996
1.000009965851041	1.2058085877228286	0.9987934683457197	0.4	0.4	1.0	1.0	2.4283509581069276	0.049999999999999996
0.9999999957881801	1.7306722697896277	0.9998355887661181	0.5	0.5	1.0	1.0	3.4615892527297643	9.999999999999258e-05
1.0000026604212138	1.7287484335295362	0.3895053028975303	0.5	0.5	0.6	0.6	3.4590787137500962	0.0001999999999999987
0.9999999956520697	1.7293007248751169	0.9998328283944687	0.5	0.5	1.0	1.0	3.4590787137500962	0.0001999999999999987
1.0000022388698262	1.727169872913827	0.45324631576117863	0.5	0.5	0.6	0.6	3.456569998194432	0.0003000000000000091
0.9999999955279412	1.727935212872423	0.9998298663176194	0.5	0.5	1.0	1.0	3.456569998194432	0.0003000000000000091
1.000002499473842	1.7253996587870835	0.5175550319214192	0.5	0.5	0.6	0.6	3.4540631060555733	0.0003999999999999987
0.9999999954158827	1.726574993884992	0.9998267625060147	0.5	0.5	1.0	1.0	3.4540631060555733	0.0003999999999999987
1.0000026259981656	1.7235463411262273	0.5749897073255306	0.5	0.5	0.6	0.6	3.451558037323441	0.0005000000000000066
0.9999999953161091	1.7252194846018312	0.9998235591183684	0.5	0.5	1.0	1.0	3.451558037323441	0.0005000000000000066
1.000002763338557	1.7216886593170766	0.6238023668049132	0.5	0.5	0.6	0.6	3.4490547919850796	0.0006000000000000095
0.9999999952288675	1.7238682184994234	0.9998202857274955	0.5	0.5	1.0	1.0	3.4490547919850796	0.0006000000000000095
1.0000345233361185	1.7055915770568437	0.3757057974089219	0.5	0.5	0.4	0.4	3.4440537714234423	0.0008000000000000014
1.000003100259904	1.718058553562276	0.6981376355771185	0.5	0.5	0.6	0.6	3.4440537714234423	0.0008000000000000014
0.999999995093443	1.721176970985957	0.9998136058449271	0.5	0.5	1.0	1.0	3.4440537714234423	0.0008000000000000014
1.0000131001640225	1.7023078294357492	0.6397291733805714	0.5	0.5	0.1	0.1	3.4390600442094232	0.000999999999999994
1.000040629090409	1.6884045991146908	0.5326303348700004	0.5	0.5	0.2	0.2	3.4390600442094232	0.000999999999999994
1.0000394774775843	1.6957911795359906	0.5026261743074434	0.5	0.5	0.4	0.4	3.4390600442094232	0.000999999999999994
1.0000035204758553	1.7145549407457072	0.7495236010067973	0.5	0.5	0.6	0.6	3.4390600442094232	0.000999999999999994
0.9999999950132435	1.7184989527941072	0.999806825654304	0.5	0.5	1.0	1.0	3.4390600442094232	0.000999999999999994
1.0000126364111033	1.6999370550671462	0.6880487080502642	0.5	0.5	0.1	0.1	3.434073610135725	0.0011999999999999962
1.0000408871571527	1.6835210241562446	0.6117449139853286	0.5	0.5	0.2	0.2	3.434073610135725	0.0011999999999999962
1.0000434819672614	1.6898742849098778	0.5814636286160868	0.5	0.5	0.4	0.4	3.434073610135725	0.0011999999999999962
1.0000040151403444	1.7111512716938624	0.786063258619288	0.5	0.5	0.6	0.6	3.434073610135725	0.0011999999999999962
0.9999999949929371	1.7158325512454797	0.999799996318893	0.5	0.5	1.0	1.0	3.434073610135725	0.0011999999999999962
1.000012742824578	1.6982405622589765	0.7109193865520594	0.5	0.5	0.1	0.1	3.429094468948998	0.0014000000000000089
1.0000422602360948	1.6800474475745029	0.6532630277998316	0.5	0.5	0.2	0.2	3.429094468948998	0.0014000000000000089
1.0000473262330696	1.6852148759870569	0.6355194570079055	0.5	0.5	0.4	0.4	3.429094468948998	0.0014000000000000089
1.0000045745557091	1.7078225074688127	0.8130008784888924	0.5	0.5	0.6	0.6	3.429094468948998	0.0014000000000000089
0.9999999950380232	1.7131765905278693	0.9997931431499344	0.5	0.5	1.0	1.0	3.429094468948998	0.0014000000000000089
1.0000129285586135	1.6967135123249901	0.7255066200399669	0.5	0.5	0.1	0.1	3.4241226203498476	0.0016000000000000105
1.0000437318759214	1.67702348593929	0.6816081553661626	0.5	0.5	0.2	0.2	3.4241226203498476	0.0016000000000000105
1.0000510625039296	1.6811153096704645	0.675276596180917	0.5	0.5	0.4	0.4	3.4241226203498476	0.0016000000000000105
1.0000051902264362	1.7045513930133616	0.833550749693134	0.5	0.5	0.6	0.6	3.4241226203498476	0.0016000000000000105
0.9999999951546656	1.7105301848590972	0.9997862782423288	0.5	0.5	1.0	1.0	3.4241226203498476	0.0016000000000000105
1.000013118555204	1.6952252752271055	0.7360170296796913	0.5	0.5	0.1	0.1	3.4191580639928443	0.0018000000000000032
1.0000451381233595	1.674210244836637	0.7028401700220521	0.5	0.5	0.2	0.2	3.4191580639928443	0.0018000000000000032
1.0000546869088054	1.6773213957143942	0.7059923353373475	0.5	0.5	0.4	0.4	3.4191580639928443	0.0018000000000000032
1.000005855071262	1.7013263893971615	0.849701902482772	0.5	0.5	0.6	0.6	3.4191580639928443	0.0018000000000000032
0.999999995349569	1.7078926480644407	0.9997794068260404	0.5	0.5	1.0	1.0	3.4191580639928443	0.0018000000000000032
1.0000132951876544	1.6937269638094254	0.7441335309593566	0.5	0.5	0.1	0.1	3.414200799486534	0.0019999999999999944
1.0000464455168203	1.671513659531849	0.7196019045375992	0.5	0.5	0.2	0.2	3.414200799486534	0.0019999999999999944
1.0000581941734326	1.6737185829286236	0.730590180549057	0.5	0.5	0.4	0.4	3.414200799486534	0.0019999999999999944
1.0000065632420583	1.6981396090252256	0.8627203662892583	0.5	0.5	0.6	0.6	3.414200799486534	0.0019999999999999944
0.9999999956298826	1.705263435721537	0.9997725305448054	0.5	0.5	1.0	1.0	3.414200799486534	0.0019999999999999944
1.000013925936325	1.6856369500134953	0.7685166577717721	0.5	0.5	0.1	0.1	3.389523837794453	0.0030000000000000096
1.0000516101978432	1.6587266652217667	0.7707543321085761	0.5	0.5	0.2	0.2	3.389523837794453	0.0030000000000000096
1.0000740037091291	1.657150233852063	0.805993347081555	0.5	0.5	0.4	0.4	3.389523837794453	0.0030000000000000096
1.0000106083153975	1.6826271438007268	0.9023959187766117	0.5	0.5	0.5999999999999999	0.5999999999999999	3.389523837794453	0.0030000000000000096
0.999999998586186	1.6922291653839365	0.9997380457360723	0.5	0.5	1.0	1.0	3.389523837794453	0.0030000000000000096
1.0000142348668497	1.6764084347368537	0.7820251973938308	0.5	0.5	0.1	0.1	3.365029087213313	0.003999999999999995
1.0000551162097249	1.64630117632904	0.7984323245812596	0.5	0.5	0.2	0.2	3.365029087213313	0.003999999999999995
