	One_over_A	Shearlength
0	5.0	15.039516216057072
1	2.5	8.502894735917936
2	2.0	7.2709582363184975
3	1.6666666666666667	
4	1.25	5.423592537079108
5	1.0	4.861448175901428
6	0.8333333333333334	4.487706691762659
7	0.7142857142857143	4.222691479645559
8	0.6666666666666666	4.117425534490691
9	0.625	4.025785222653287
10	0.5555555555555556	3.874445435075458
11	0.5	3.7554633863909213
