	One_over_A	Shearlength_fit
375	0.375	3.797117940692525
376	0.376	3.8005442457567744
377	0.377	3.8039705508210244
378	0.378	3.807396855885274
379	0.379	3.8108231609495236
380	0.38	3.8142494660137736
381	0.381	3.817675771078023
382	0.382	3.8211020761422727
383	0.383	3.8245283812065223
384	0.384	3.827954686270772
385	0.385	3.8313809913350214
386	0.386	3.834807296399271
387	0.387	3.8382336014635206
388	0.388	3.8416599065277706
389	0.389	3.84508621159202
390	0.39	3.84851251665627
391	0.391	3.8519388217205197
392	0.392	3.8553651267847693
393	0.393	3.858791431849019
394	0.394	3.8622177369132684
395	0.395	3.865644041977518
396	0.396	3.8690703470417676
397	0.397	3.872496652106017
398	0.398	3.875922957170267
399	0.399	3.8793492622345167
