	Temperature	SigmaT_saturation
929	0.03	0.6960996708692907
930	0.031	0.6971658629212326
931	0.032	0.6982653031668792
932	0.032999999999999995	0.6993978348091263
933	0.034	0.7005632973618791
934	0.035	0.7017615267534909
935	0.036000000000000004	0.7029923554326614
936	0.037000000000000005	0.7042556124790148
937	0.038	0.7055511237076794
938	0.039	0.7068787117803972
939	0.04	0.708238196312205
940	0.040999999999999995	0.7096293939855597
941	0.042	0.7110521186575122
942	0.043	0.7125061814692009
943	0.044000000000000004	0.71399139095777
944	0.044999999999999984	0.7155075531657789
945	0.046000000000000006	0.7170544717512721
946	0.047	0.7186319480964252
947	0.048	0.7202397814180649
948	0.049	0.7218777688740173
949	0.04999999999999999	0.7235457056728575
950	0.051	0.7252433851792635
951	0.05199999999999999	0.7269705990206129
952	0.052999999999999985	0.72872713719205
953	0.053999999999999986	0.7305127881600041
954	0.055	0.7323273389652926
955	0.055999999999999994	0.7341705753243863
956	0.057	0.736042281729696
957	0.058	0.7379422415481278
958	0.059000000000000004	0.7398702371186014
959	0.06000000000000001	0.7418260498473688
960	0.061	0.7438094603027758
961	0.062	0.7458202483073901
962	0.063	0.7478581930286772
963	0.064	0.7499230730684574
964	0.06499999999999999	0.752014666549978
965	0.06599999999999999	0.7541327512034302
966	0.067	0.7562771044495437
967	0.06799999999999999	0.7584475034812779
