	Temperature	SigmaT_A04	SigmaT_A08	SigmaT_A12	SigmaT_A16	SigmaT_A20
55	0.064	8.577753832037033	4.2247526856520565	3.0525877740958753	2.4962426679105163	2.177186348326258
56	0.06499999999999999	8.561523785282226	4.228798218621873	3.058682570888325	2.5025552934933106	2.18327078833625
57	0.06599999999999999	8.54597399575633	4.232923580327295	3.0648069511874496	2.508900057345987	2.189395423293173
58	0.067	8.531091245164506	4.237129503585287	3.0709611171096345	2.515276420608961	2.195559388427674
59	0.06799999999999999	8.516862537467171	4.241416672520648	3.0771452760043703	2.52168386387739	2.201761839801998
60	0.069	8.50327511680838	4.245785723986949	3.0833596398487293	2.5281218869377318	2.2080019541600526
61	0.07	8.49031648178319	4.250237249074326	3.089604424681295	2.534590008511385	2.214278928791103
62	0.071	8.47797439638935	4.254771794681415	3.0958798500601263	2.541087765985708	2.220591981347568
63	0.07200000000000001	8.466236898431077	4.2593898651133	3.102186138556305	2.547614715150331	2.22694034969649
64	0.073	8.4550923044172	4.264091923694758	3.1085235152575676	2.554170429917704	2.233323291708808
65	0.07400000000000001	8.444529213511686	4.268878394379033	3.114892207300748	2.5607545020419478	2.2397400850793563
66	0.075	8.434536508541212	4.273749663329205	3.121292443418148	2.5673665408121593	2.2461900271156408
67	0.076	8.425103355709993	4.278706080480384	3.1277244534966036	2.574006172754392	2.2526724345255773
68	0.077	8.416219202875746	4.283747961046416	3.1341884681542402	2.580673041310125	2.259186643193333
69	0.078	8.407873776495887	4.288875586989029	3.14068471832292	2.5873668064970405	2.2657320079454717
70	0.079	8.400057077625743	4.294089208440125	3.147213434856834	2.5940871445696385	2.272307902309391
71	0.08	8.392759377069492	4.2993890450446	3.15377484813308	2.60083374765973	2.2789137182602883
72	0.081	8.385971209791967	4.304775287309246	3.160369187685926	2.607606323407401	2.2855488659636856
73	0.08199999999999999	8.379683368834282	4.310248097771658	3.166996681803405	2.6144045945842866	2.2922127735049
74	0.083	8.37388689876466	4.315807612251649	3.1736575572359214	2.6212282986947595	2.2989048866136765
75	0.08399999999999999	8.36857308882504	4.321453940953415	3.1803520387935125	2.628077187586177	2.305624668380106
76	0.085	8.363733465810292	4.327187169559262	3.1870803490061537	2.6349510270312915	2.312371598960806
77	0.086	8.359359786893597	4.3330073601907895	3.1938427078588436	2.6418495963185067	2.3191451752835244
78	0.08700000000000001	8.355444032238914	4.338914552433511	3.200639332416399	2.6487726878244136	2.3259449107374954
79	0.08800000000000001	8.35197839769763	4.344908764212041	3.2074704365478937	2.6557201065877187	2.3327703348650233
80	0.08900000000000001	8.34895528748283	4.350989992661119	3.2143362306336685	2.6626916698715393	2.3396209930417196
81	0.08999999999999997	8.34636730697667	4.357158214939236	3.221236921282134	2.6696872067362736	2.3464964461555295
82	0.091	8.344207255500526	4.363413388996295	3.2281727110650915	2.676706557587652	2.353396270276946
83	0.092	8.342468119426142	4.369755454311055	3.235143798261547	2.6837495737485684	2.360320056330287
84	0.093	8.341143065267019	4.376184332563698	3.242150376613647	2.6908161170101996	2.3672674097536897
85	0.094	8.34022543308318	4.3826999283188774	3.2491926350965254	2.697906059195801	2.37423795016759
86	0.095	8.339708729952344	4.389302129605903	3.2562707576993764	2.7050192817209004	2.381231311026796
87	0.096	8.339586623746639	4.395990808540629	3.263384923219152	2.712155675159024	2.388247139281163
88	0.097	8.339852937061297	4.40276582186724	3.270535305067458	2.719315138807763	2.3952850950300504
89	0.098	8.34050164143614	4.409627011494911	3.2777220710879735	2.7264975802618294	2.4023448511771153
90	0.099	8.34152685164639	4.416574205003421	3.2849453833978215	2.733702914991204	2.409426093083568
91	0.09999999999999998	8.342922820350763	4.423607216128644	3.292205398210875	2.740931065920927	2.41652851822388
