	One_over_A	Shearlength_fit
0	0.0	2.55509376746562
1	0.01020408163265306	2.578952205625236
2	0.02040816326530612	2.6028106437848524
3	0.030612244897959183	2.6266690819444687
4	0.04081632653061224	2.650527520104085
5	0.0510204081632653	2.674385958263701
6	0.061224489795918366	2.698244396423317
7	0.07142857142857142	2.7221028345829335
8	0.08163265306122448	2.7459612727425498
9	0.09183673469387754	2.769819710902166
10	0.1020408163265306	2.7936781490617824
11	0.11224489795918366	2.8175365872213987
12	0.12244897959183673	2.841395025381015
13	0.13265306122448978	2.865253463540631
14	0.14285714285714285	2.889111901700247
15	0.1530612244897959	2.9129703398598634
16	0.16326530612244897	2.9368287780194797
17	0.17346938775510204	2.960687216179096
18	0.18367346938775508	2.9845456543387123
19	0.19387755102040816	3.0084040924983286
20	0.2040816326530612	3.032262530657945
21	0.21428571428571427	3.0561209688175612
22	0.22448979591836732	3.079979406977177
23	0.2346938775510204	3.1038378451367934
24	0.24489795918367346	3.1276962832964097
25	0.25510204081632654	3.151554721456026
26	0.26530612244897955	3.1754131596156423
27	0.2755102040816326	3.1992715977752586
28	0.2857142857142857	3.223130035934875
29	0.29591836734693877	3.246988474094491
30	0.3061224489795918	3.2708469122541075
31	0.31632653061224486	3.2947053504137234
32	0.32653061224489793	3.3185637885733397
33	0.336734693877551	3.342422226732956
34	0.3469387755102041	3.3662806648925723
35	0.3571428571428571	3.3901391030521886
36	0.36734693877551017	3.413997541211805
37	0.37755102040816324	3.437855979371421
38	0.3877551020408163	3.4617144175310375
39	0.39795918367346933	3.4855728556906533
40	0.4081632653061224	3.5094312938502696
41	0.4183673469387755	3.533289732009886
42	0.42857142857142855	3.5571481701695022
43	0.4387755102040816	3.5810066083291185
44	0.44897959183673464	3.604865046488735
45	0.4591836734693877	3.6287234846483507
46	0.4693877551020408	3.6525819228079675
47	0.47959183673469385	3.6764403609675833
48	0.4897959183673469	3.7002987991272
49	0.5	3.724157237286816
