SigmaEL	SigmaET	SigmaAlphaL	SigmaAlphaT	SigmaAlphaBarL	SigmaAlphaBarT	SigmaKappaL	SigmaKappaT	basis_angle	rhoH	S	Ttt	Txx	Tyy	rho	SigmaQ0	EInternal	T	Ax	Ay	Gx	Gy	mu
6.288210096611873	2.0911448156070552e-14	0.3498961706057125	1.4452080654536432e-15	0.3498969762415891	2.0920730999438585e-14	0.035766623440930345	2.2228285707404222e-15	0	2.680821466280969	34.83033633803973	-52.718429585073466	26.38358458011395	26.383574353336165	2.6767079452019154	2.86525315197205	52.718429585073466	0.019999999999999993	5.6	5.6	0.15	0.15	2.997725422294234
6.143242001961483	5.626401950652462e-14	0.33735035556210136	4.815019207898146e-15	0.33735124864681015	1.9449844977468906e-14	0.03488619636272817	1.1597769652999997e-15	0	2.773930532089881	37.25184453138112	-58.31605479170307	29.185639500947133	29.185627890401964	2.7692514182797967	2.8810473362825317	58.31605479170307	0.019999999999999993	5.8	5.8	0.15	0.15	2.997725422294234
6.009310019443404	7.836935490132295e-14	0.3257091526361508	1.553845573790705e-15	0.3257101392498476	6.4280484478468865e-15	0.03407384320986976	1.572876127410002e-15	0	2.8670771578076755	39.7573874853652	-64.30367871431518	32.18285117149221	32.182838049016006	2.8617912777208128	2.8958727471447028	64.30367871431518	0.019999999999999993	6.0	6.0	0.15	0.15	2.997725422294234
5.8852883531585505	1.7851289719404985e-13	0.3148807986425627	2.6558761634132654e-15	0.3148818840708932	1.2280062053507898e-15	0.033322471938620514	1.5977316286127217e-16	0	2.960258836251822	42.34696023482835	-70.69477749695932	35.381913394759316	35.38189862537959	2.9543289478431984	2.909811044123646	70.69477749695932	0.019999999999999993	6.2	6.2	0.15	0.15	2.997725422294234
5.770197851003895	5.693640346573465e-14	0.30478562523640756	8.100041884239851e-15	0.30478681540452673	1.1035961402477542e-14	0.03262593194803028	5.906384564151428e-17	0	3.053473402249454	45.02055952710614	-77.50284644665412	38.789524086374776	38.78950752836218	3.0468678997165415	2.922933894073754	77.50284644665412	0.019999999999999993	6.4	6.4	0.15	0.15	2.997725422294234
5.663176482551244	2.0758374443243222e-14	0.295353618707161	3.576434562341606e-14	0.29535492099586996	2.1334358253403397e-14	0.031978827437719216	4.091768249172608e-15	0	3.1467189829382285	47.77818350862974	-84.74139409572226	42.41238661989506	42.41236812467136	3.139413731414412	2.9353045839023073	84.74139409572226	0.019999999999999993	6.6	6.6	0.15	0.15	2.997725422294234
5.563461508201834	3.806062910654626e-11	0.2865227789272426	5.861270618719897e-12	0.28652420165656434	8.770581116758993e-13	0.03137640064920075	2.588361844392672e-14	0	3.2399939516288496	50.61983141361429	-92.42393298150115	46.257211569744335	46.25719098180806	3.2319741978911747	2.9469819633870054	92.42393298150115	0.019999999999999993	6.8	6.8	0.15	0.15	2.997725422294234
5.470382436473562	5.08296833978409e-14	0.2782384672618136	7.489623453556723e-15	0.27824001895661754	5.495814260143734e-15	0.03081447866522032	5.113192686054818e-16	0	3.333296885200734	53.54550354436408	-100.56396661902588	50.330718896764566	50.33069605346528	3.324559172431569	2.958022021537634	100.56396661902588	0.019999999999999993	7.0	7.0	0.15	0.15	2.997725422294234
5.383353073187582	4.824479910220597e-13	0.2704529073781666	1.2352413902494668e-14	0.27045459641483316	8.58741096204558e-15	0.03028941760888363	6.356638856925289e-17	0	3.4266265298360983	56.555201429690484	-109.1749721867809	54.63964060107893	54.63961533243213	3.4171805337916665	2.9684756114060975	109.1749721867809	0.019999999999999993	7.2	7.2	0.15	0.15	2.997725422294234
5.301855948325716	2.2243057875680223e-14	0.26312410107292167	1.523551437627488e-14	0.2631259350181774	1.3585175284978056e-16	0.029798006402669094	1.9564586192159398e-15	0	3.5199817763302965	59.64892781786627	-118.27037853328753	59.190723849653374	59.19069597822466	3.509851977880671	2.9783859085841193	118.27037853328753	0.019999999999999993	7.4	7.4	0.15	0.15	2.997725422294234
5.225424507335182	3.6454351197509236e-14	0.2562143596434206	2.491127564911539e-15	0.2562163447307157	6.9176853793620086e-15	0.029337359837352188	2.0274011248578705e-15	0	3.613361639747366	62.826686372686076	-127.86353924335393	63.99073457150611	63.99070391247094	3.6025887491120607	2.987789387498064	127.86353924335393	0.019999999999999993	7.6	7.6	0.15	0.15	2.997725422294234
5.153632657370807	3.4978966225564903e-13	0.24968923205308474	7.0823571634639e-14	0.24969137430461094	6.194240046065574e-14	0.028904853974764538	4.1824597134284816e-15	0	3.7067652371383835	66.08848128481765	-137.9677006601979	69.04646149671842	69.04642785807154	3.6954072841725574	2.9967199272519025	137.9677006601979	0.019999999999999993	7.8	7.8	0.15	0.15	2.997725422294234
5.0860945992635465	2.112241794366352e-14	0.24351729113729256	1.816521558595456e-14	0.24351959982302215	5.6794372540333144e-15	0.02849811981687743	1.8366958581434348e-15	0	3.80019176265569	69.43431710467884	-148.59596492294256	74.3647205881532	74.36468377087864	3.7883247662602697	3.0052122930343503	148.59596492294256	0.019999999999999993	8.0	8.0	0.15	0.15	2.997725422294234
5.022468899592285	1.1149731343957009e-13	0.23767048631783597	3.2457741758549484e-15	0.2376729777303373	3.2098177210753754e-15	0.028115061430645166	1.5469346470187491e-15	0	3.893640464134212	72.86419887786838	-159.76124824460544	79.95235978005837	79.95231957797814	3.8813585980786227	3.0133019503710323	159.76124824460544	0.019999999999999993	8.2	8.2	0.15	0.15	2.997725422294234
