SigmaEL	SigmaET	SigmaAlphaL	SigmaAlphaT	SigmaAlphaBarL	SigmaAlphaBarT	SigmaKappaL	SigmaKappaT	basis_angle	rhoH	S	Ttt	Txx	Tyy	rho	EInternal	T	Ax	Ay	Gx	Gy	mu
758.766725978459	2.3763003449851616e-06	63.58079208506797	1.9938600618252608e-07	63.580792084915394	2.0115121750076113e-07	5.334785877346009	1.6876619550987644e-08	0	0.33585553766235077	1.4074708986657833	-0.24711431424771918	0.12355746130527454	0.12355746137899824	0.3358555422494524	0.24711431424771918	0.019999999999999993	0.1	0.1	0.5	0.5	2.997725422294234
194.18291798291136	6.533910633898801e-08	16.246593455760195	5.4920993612610705e-09	16.24659345553827	5.885170326122848e-09	1.36636255629602	4.94509883752934e-10	0	0.34261010296893263	1.4344899799888684	-0.26541423118326174	0.13270836284242984	0.1327083629608136	0.34261011510792316	0.26541423118326174	0.019999999999999993	0.2	0.2	0.5	0.5	2.997725422294234
89.57764256217325	1.7572951708329421e-10	7.47676225526936	1.4881137799887386e-11	7.47676225527347	8.502511444267593e-12	0.6311761250010175	7.216818812175965e-13	0	0.35370307361897146	1.4787752878093625	-0.296127142715974	0.14806648913533535	0.14806648961065397	0.35370307801135753	0.296127142715974	0.019999999999999993	0.3	0.3	0.5	0.5	2.997725422294234
52.89115309718378	2.0372014637640534e-12	4.4012155874539385	1.41318304481416e-13	4.401215587545984	2.756593741344556e-13	0.373413424700034	2.1117756068002198e-14	0	0.36892582140834235	1.5394054709743303	-0.33956448081551155	0.16978769872876615	0.169787700218115	0.3689257734109245	0.33956448081551155	0.019999999999999993	0.4	0.4	0.5	0.5	2.997725422294234
35.82008684245071	1.8295689462746975e-11	2.9702055749901555	1.5725155697184277e-12	2.970205575197159	2.1663856913538276e-12	0.25354161428387645	1.850397987019518e-13	0	0.38804324701050413	1.6153791271746845	-0.3961506721537602	0.1980843960482896	0.1980843997375993	0.38804306276142625	0.3961506721537602	0.019999999999999993	0.5	0.5	0.5	0.5	2.997725422294234
26.44856583591323	7.875563751215928e-11	2.184709301651035	6.572099442891551e-12	2.1847093019984185	3.4867441670242403e-12	0.18780129706059565	2.936434525015445e-13	0	0.410819770836775	1.7057389212016174	-0.4664162444553904	0.2332220803624483	0.2332220881801128	0.4108193183270965	0.4664162444553904	0.019999999999999993	0.6	0.6	0.5	0.5	2.997725422294234
20.698130204228274	3.218785155010586e-10	1.702804271146563	2.879936788592979e-11	1.702804271658664	1.8319024350788457e-11	0.14752643416448807	1.6643889823968334e-12	0	0.43703209765937856	1.8096298271701816	-0.5509902664158256	0.27551556320269216	0.2755155779067164	0.4370311881262567	0.5509902664158256	0.019999999999999993	0.7	0.7	0.5	0.5	2.997725422294234
16.86865255351722	5.841695171489217e-11	1.3819738270336483	5.185567775930752e-12	1.3819738277204492	5.542337011138227e-12	0.12077094428536743	4.920252498574409e-13	0	0.46647141774602674	1.9263110397579555	-0.6505928141013833	0.32532520027246326	0.3253252257327865	0.46646979667788735	0.6505928141013833	0.019999999999999993	0.8	0.8	0.5	0.5	2.997725422294234
14.149848966070047	6.757800026016524e-12	1.1543057988327747	5.994850347935722e-13	1.1543057997189432	7.750570017016633e-13	0.10184492804841651	6.832889539150497e-14	0	0.4989393849021839	2.0551466890870342	-0.7660294706320724	0.3830541413985301	0.3830541826059967	0.4989367219289069	0.7660294706320724	0.019999999999999993	0.9	0.9	0.5	0.5	2.997725422294234
12.115495179076378	3.409010357952664e-12	0.9840822870007608	2.904825049184773e-13	0.984082288103675	2.5666617247485874e-13	0.08775879458189834	2.2150522276297235e-14	0	0.5342410481576658	2.1955931039311087	-0.8981898885264987	0.4491476125358789	0.4491476758750374	0.534236924713095	0.8981898885264987	0.019999999999999993	1.0	1.0	0.5	0.5	2.997725422294234
10.523387802672167	1.3982095042817412e-12	0.8510033544215462	2.1740069966356714e-13	0.851003355756823	6.246927408694767e-14	0.07681681035770163	2.812893532527913e-15	0	0.5721763273391216	2.347193427741004	-1.0480518679663933	0.524094956875913	0.524095050221253	0.572170219709237	1.0480518679663933	0.019999999999999993	1.1	1.1	0.5	0.5	2.997725422294234
9.226908946020023	9.120438834891244e-13	0.7427653751915099	6.805682668746492e-14	0.7427653767774216	1.350461526869471e-13	0.06799516317817159	1.3724617186695454e-14	0	0.6125306085390023	2.509588681328025	-1.2166919312999591	0.6084349251289203	0.6084350580581585	0.6125218608114775	1.2166919312999591	0.019999999999999993	1.2	1.2	0.5	0.5	2.997725422294234
8.132509333991166	3.476854031018943e-12	0.6514830860414018	2.9196655912327567e-13	0.6514830878944925	4.055285288988569e-13	0.06064240470397584	3.6024980186983556e-14	0	0.6550646781788791	2.6825587113819633	-1.4053030958303157	0.7027645662862232	0.7027647503912638	0.6550524531191873	1.4053030958303157	0.019999999999999993	1.3	1.3	0.5	0.5	2.997725422294234
7.17804935816974	2.1125049583425595e-13	0.5718473395221447	2.7228436887545087e-14	0.5718473416644749	5.072413288257149e-14	0.05432531890011056	4.595211118157886e-15	0	0.6995043716675415	2.866118479623421	-1.6152201819796754	0.807751887872481	0.8077521368170347	0.6994875569048549	1.6152201819796754	0.019999999999999993	1.4	1.4	0.5	0.5	2.997725422294234
6.321665664629777	1.7537949145067323e-13	0.5001392909705188	2.6791399530773633e-14	0.5001392934315987	2.713128496089753e-14	0.048745851481660066	3.8464711747110104e-15	0	0.7455307779296279	3.0607200018818297	-1.847952281308646	0.9241520986167353	0.9241524273796279	0.7455078205679189	1.847952281308646	0.019999999999999993	1.5	1.5	0.5	0.5	2.997725422294234
