SigmaE11	SigmaE12	SigmaE21	SigmaE22	SigmaAlpha11	SigmaAlpha12	SigmaAlpha21	SigmaAlpha22	SigmaAlphaBar11	SigmaAlphaBar12	SigmaAlphaBar21	SigmaAlphaBar22	SigmaKappa11	SigmaKappa12	SigmaKappa21	SigmaKappa22	SigmaQ011	SigmaQ012	SigmaQ021	SigmaQ022	Mu	Ttt	Txx	Tyy	Txy	rho	T	S	Omega	EInternal	A0	B	P	muTB	c1
1846.4405393478523	1.357263386125851e-07	3.0394744499062654e-09	1846.4405409001597	301.33185948272495	2.2243331503516782e-08	5.069375208760778e-10	301.3318597363869	301.33187949502474	2.2154671761892838e-08	4.957719841111827e-10	301.3318797485395	49.203268473662995	3.630854957120417e-09	8.252930721916451e-11	49.203268515089924	1.0164773617434548	2.3017724471787987e-12	-5.9890953197666194e-12	1.0164773617505034	1.0	-0.2932532530258893	0.14662662652814348	0.14662662649774577	0	0.3739830254528917	0.035	1.741613182564662	-0.1416862338167656	0.2932532530258893	0.1	0.0	0.1	2.6943961643357053	0.0
1805.0034766170397	2.801137100050255e-07	2.354397565795807e-09	1805.0034780045075	305.11944601534844	4.730487614098874e-08	4.341973704787243e-10	305.11944625018634	305.1194664700375	4.7394644328081524e-08	3.986215277979676e-10	305.119466704765	51.606759548144474	8.003779516823232e-09	7.343181071498248e-11	51.6067595878735	1.017266419428779	-3.825755984374901e-12	-2.6439710114623983e-12	1.0172664194246863	1.0	-0.296760619761365	0.14838030989520146	0.1483803098661635	0	0.3765992780218423	0.03599999999999998	1.7661225354291819	-0.1434190695359278	0.296760619761365	0.1	0.0	0.1	2.6755319820971994	0.0
1764.304084944311	7.961602932482492e-08	-1.0885258916459861e-08	1764.3040862070545	308.67868960650407	1.3864504429822389e-08	-1.848040750104246e-09	308.6786898276439	308.6787104735904	1.3933723185349351e-08	-1.9065191253593495e-09	308.67871069468356	54.03691690682455	2.4265185383434762e-09	-3.237120291579897e-10	54.036916945543965	1.0180702608988668	2.409485386132745e-12	-9.264852523995562e-13	1.018070260903869	1.0	-0.30031730350311486	0.15015865176508278	0.15015865173803206	0	0.3792292574295591	0.03699999999999999	1.790934666799332	-0.1451765365980195	0.30031730350311486	0.1	0.0	0.09999999999999999	2.656832956174597	0.0
1724.388036571089	1.961683437912143e-08	1.2886744116258342e-08	1724.3880375437352	312.0229770814719	3.536325374369589e-09	2.269817027592478e-09	312.02297725769193	312.0229983310881	3.5538634005723443e-09	2.3330691902764326e-09	312.02299850723045	56.4930299272405	6.406158740213748e-10	4.1092064125152703e-10	56.49302995915323	1.018888509023327	-1.2362599064650786e-12	-4.802829706979764e-13	1.0188885090228723	1.0	-0.3039239117912214	0.15196195590973563	0.15196195588148578	0	0.3818728886965458	0.03799999999999999	1.8160516104962838	-0.14695893810418315	0.3039239117912214	0.1	0.0	0.1	2.638298199453498	0.0
1685.2927827437793	5.499697408595239e-08	-4.044608203912503e-08	1685.2927837131526	315.165501737851	1.0430646523951948e-08	-7.642160275246583e-09	315.16550191948795	315.16552333998294	1.0290866387809619e-08	-7.56774104870903e-09	315.1655235214096	58.97458229141168	1.9517974102540487e-09	-1.4299182742949218e-09	58.97458232540671	1.019720781233218	1.3079462354439947e-12	-4.625136589854945e-13	1.0197207812357192	1.0	-0.3075810562231825	0.15379052812513688	0.15379052809804558	0	0.3845300955022968	0.038999999999999986	1.841475381290362	-0.14876657914943836	0.3075810562231825	0.1	0.0	0.1	2.619926808755331	0.0
1647.048250968669	-1.3260716968943598e-07	7.900382570369402e-09	1647.0482516626846	318.1191836450444	-2.562395545927557e-08	1.4884671578880624e-09	318.1191837793351	318.11920556990725	-2.562106054392013e-08	1.5273300310087545e-09	318.11920570406187	61.481239315892026	-4.950777834805716e-09	2.8770692821765853e-10	61.48123934185066	1.020566690186115	8.573206125702455e-13	-1.3677685303132148e-12	1.0205666901856603	1.0	-0.31128935240057165	0.15564467621279324	0.15564467618777844	0	0.387200800234487	0.039999999999999994	1.8672079746504648	-0.15059976681993392	0.31128935240057165	0.1	0.0	0.1	2.601717865394446	0.0
1609.6775279551794	-8.976363119472808e-08	2.9430992753987084e-08	1609.6775284706837	320.89660434812447	-1.7655334065800728e-08	5.657796680939151e-09	320.8966044514579	320.89662656602513	-1.790962200674926e-08	5.87032666100169e-09	320.8966266688986	64.01283510918334	-3.5226452487608567e-09	1.1285610897983567e-09	64.01283512980433	1.0214258442952087	-1.175822390152216e-12	1.4404818955253348e-12	1.0214258442933897	1.0	-0.3150494198941315	0.1575247099590582	0.1575247099350733	0	0.3898849240382679	0.041000000000000016	1.8932513665098292	-0.15245881017103946	0.3150494198941315	0.1	0.0	0.1	2.5836704357372495	0.0
1573.1975218637715	-6.787166739741224e-08	-1.568577090438339e-08	1573.1975223871277	323.5099549797568	-1.3916535762403964e-08	-3.2744438165041575e-09	323.50995508758723	323.50997746114194	-1.3979709059896954e-08	-3.2271773847309515e-09	323.5099775688548	66.56935985586242	-2.8663583552901644e-09	-6.737762084059837e-10	66.56935987805541	1.0222978483129737	1.8353653614009967e-12	-2.2042215331404227e-12	1.0222978483182033	1.0	-0.3188618822065235	0.159430941114852	0.1594309410916715	0	0.3925823868656124	0.042	1.9196075130479469	-0.1543440202071027	0.3188618822065235	0.1	0.0	0.1	2.5657835717626885	0.0
1537.6195955968476	1.7001156038531917e-07	1.1170016023243079e-09	1537.6195963886491	325.97099605315856	3.597888039963283e-08	1.9322542842438373e-10	325.9709962211567	325.97101876925285	3.604551043465523e-08	2.3800982461002713e-10	325.97101893726824	69.15094734925547	7.628339027432422e-09	4.131541551887952e-11	69.15094738490372	1.0231823038886887	3.985660954714291e-12	2.2653187439594e-12	1.0231823038905077	1.0	-0.3227273667341881	0.16136368337786194	0.16136368335632617	0	0.39529310752462976	0.04300000000000001	1.946278350488543	-0.15625570986144902	0.3227273667341881	0.1	0.0	0.1	2.548056311623411	0.0
1502.9501670270313	2.981076363539614e-08	1.7925287920661503e-09	1502.9501675350978	328.2910276698441	6.566946276023835e-09	3.4588057818076927e-10	328.291027781044	328.291050591993	6.512618483958228e-09	3.9180143364081395e-10	328.2910507030701	71.75786293292714	1.4346745779904111e-09	7.563521995559076e-11	71.75786295723844	1.0240788100977625	3.8965211074916123e-13	7.267736079897171e-13	1.024078810097535	1.0	-0.32664650472321816	0.16332325237104606	0.16332325235217213	0	0.39801700372881	0.044	1.973265794913471	-0.15819419398178455	0.32664650472321816	0.1	0.0	0.1	2.530487680206944	0.0
1469.1912733025054	8.492571623719414e-08	1.675155658631411e-08	1469.1912738363303	330.4808688930454	1.9451369099426354e-08	3.5969612293464502e-09	330.4808690138063	330.4808919932547	1.9125982689463276e-08	3.770675568682339e-09	330.48089211343904	74.39049197271657	4.380658743734523e-09	8.096393378882666e-10	74.39049199990438	1.024986963975607	1.6682697802077736e-12	-2.873760504368633e-13	1.0249869639746976	1.0	-0.3306199312280468	0.16530996562424202	0.16530996560380465	0	0.4007539921461266	0.04499999999999999	2.0005717420923332	-0.1601597893122348	0.3306199312280468	0.1	0.0	0.1	2.513076689696242	0.0
1436.3410967370075	2.1414771822492185e-07	-1.0120743354491424e-08	1436.3410972676625	332.55084492796817	4.960791995669816e-08	-2.4406602801892942e-09	332.5508450511343	332.55086817876133	4.9626692602187664e-08	-2.3463643196337455e-09	332.5508683017444	77.04932891110062	1.149620621553725e-08	-5.658148140863803e-10	77.0493289396451	1.0259063610460544	8.044709695140928e-13	1.3044846172469956e-13	1.0259063610437806	1.0	-0.3346482850759137	0.1673241425474816	0.16732414252843214	0	0.40350398844794433	0.046000000000000006	2.028198067327618	-0.16215281446910107	0.3346482850759137	0.1	0.0	0.1	2.495822340128985	0.0
1404.394452004763	-5.317721729625191e-08	-2.003616828005761e-09	1404.394452279849	334.5107810772531	-1.2689959634586847e-08	-3.9058695460966797e-10	334.5107811427202	334.5108044513204	-1.2679542530069969e-08	-4.77506999508053e-10	334.5108045169063	79.73496698025501	-3.025783162461799e-09	-9.307031168369669e-11	79.73496699586364	1.0268365958179402	3.153684557101558e-14	2.083499317069694e-13	1.0268365958177128	1.0	-0.3387322088241295	0.1693661044199235	0.16936610440420594	0	0.40626690735768134	0.047	2.0561466253152023	-0.16417358992336634	0.3387322088241295	0.1	0.0	0.1	2.478723619955017	0.0
1373.343234024501	-1.9913787241421232e-07	5.297806637827307e-09	1373.3432342038418	336.3700022760262	-4.888162554032968e-08	1.2755124695220274e-09	336.3700023198967	336.37002574726614	-4.8877700176104145e-08	1.2978870456075965e-09	336.3700257911791	82.44808857078989	-1.1997909141647584e-08	3.1234831103622283e-10	82.44808858153188	1.0277772622882821	-1.7871301546299241e-12	-2.18300590313661e-12	1.0277772622880548	1.0	-0.34287234871121197	0.17143617436414268	0.1714361743470693	0	0.4090426626991676	0.047999999999999994	2.084419250019874	-0.1662224379889096	0.34287234871121197	0.1	0.0	0.1	2.4617795065913373	0.0
1343.176827949689	8.944070373217983e-08	5.658534973917995e-09	1343.1768284038542	338.1373374254976	2.246877044209127e-08	1.422510069941871e-09	338.13733753989925	338.13736096845946	2.250313238572828e-08	1.426195028038262e-09	338.1373610828789	85.18945630691726	5.653194766480038e-09	3.585155942686347e-10	85.1894563357392	1.0287279544168086	1.7552318659125133e-12	-2.940368979399524e-13	1.0287279544218109	1.0	-0.34706935463036603	0.1735346773221435	0.1735346773082224	0	0.4118311674446508	0.049	2.113017754565729	-0.1682996827880055	0.34706935463036603	0.1	0.0	0.1	2.4449889669740785	0.0
1313.882481958166	2.909778658022333e-07	-2.660011944044527e-08	1313.8824825032577	339.8211275529362	7.506805037836095e-08	-6.471014469059641e-09	339.8211276931778	339.82115114187184	7.531446305503579e-08	-6.882098252888932e-09	339.8211512829431	87.95990479835602	1.9430271565043443e-08	-1.6743219664724556e-09	87.95990483465103	1.029688266580024	3.5769796543268996e-12	-2.413266261840617e-12	1.029688266581843	1.0	-0.3513238800720733	0.17566194004299643	0.1756619400290768	0	0.4146323337624056	0.049999999999999996	2.1419439311411064	-0.17040565024738757	0.3513238800720733	0.1	0.0	0.1	2.4283509581069276	0.0
1285.445644785044	-4.567661449073057e-08	2.7820163950309507e-08	1285.4456448863734	341.429237127067	-1.2201765114776626e-08	7.389647384061187e-09	341.4292371538366	341.4292607385903	-1.212747210516419e-08	7.395674963475377e-09	341.4292607655394	90.76033307578511	-3.239641193193446e-09	1.964382685392811e-09	90.76033308290502	1.0306577940223178	4.930130212803237e-13	-1.0092142423336791e-12	1.03065779402732	1.0	-0.3556365820904658	0.17781829105128039	0.17781829103918537	0	0.4174460730638939	0.051000000000000004	2.1711995509177804	-0.17254066807023494	0.3556365820904658	0.1	0.0	0.1	2.411864427605457	0.0
1257.8502692046716	-2.9336035822780104e-08	-4.713314183391049e-10	1257.850269379547	342.9690677108464	-8.081209118857925e-09	-3.17078358044588e-11	342.9690677584417	342.9690913208289	-8.01250188699876e-09	-1.290262729180503e-10	342.9690913685635	93.59169764732687	-2.207075172938558e-09	-8.781249439820619e-12	93.59169766031864	1.0316361333173063	1.5242126395806379e-12	-2.3845435590189343e-13	1.0316361333173063	1.0	-0.3600081212626478	0.18000406063778016	0.18000406062486768	0	0.4202722960504434	0.05200000000000001	2.200786363984161	-0.17470506571497202	0.3600081212626478	0.1	0.0	0.1	2.3955283142368717	0.0
1231.0790848404147	-4.163683939850671e-07	2.2242474528866296e-08	1231.0790845744702	344.4475737078799	-1.1631809408515155e-07	5.748752674963617e-09	344.44757363420337	344.447597293932	-1.1657371538145134e-07	6.229206515900177e-09	344.44759721947486	96.4550062349479	-3.256660970203797e-08	1.6104074763451843e-09	96.45500621432011	1.0326228827332216	-2.463626605104199e-12	5.131108430468777e-12	1.0326228827277646	1.0	-0.36443916163881696	0.18221958082402445	0.1822195808147925	0	0.4231109127593804	0.053000000000000005	2.230706099292091	-0.17689917438304428	0.36443916163881696	0.1	0.0	0.1	2.3793415484546854	0.0
1205.113840724176	-3.392761556142432e-07	3.6411137216418865e-08	1205.1138404898993	345.8712792802603	-9.751701040231066e-08	1.056720268957455e-08	345.8712792128798	345.8713028189041	-9.742859330003786e-08	1.0456933863304249e-08	345.87130275163094	99.35131204642869	-2.80038270468561e-08	3.034545486077924e-09	99.35131202708008	1.033617642665149	-2.9983101347835066e-12	-3.1684801815722985e-12	1.0336176426635575	1.0	-0.3689303707086815	0.18446518535987436	0.1844651853488071	0	0.42596183260961196	0.054	2.260960464617035	-0.17912332699025033	0.3689303707086815	0.1	0.0	0.1	2.363303052927867	0.0
1179.9355212215182	-1.5573078826491837e-08	5.740875508308818e-08	1179.9355213554327	347.2462963741122	-4.560660238379591e-09	1.6236652694052e-08	347.2462964139486	347.2463198447089	-4.555638578237909e-09	1.6919374481246875e-08	347.24631988415166	102.28170864261403	-1.3342610171325301e-09	4.785173590934973e-09	102.28170865434785	1.0346200160231547	-1.9702348713201204e-12	-1.9260576197522578e-12	1.0346200160292938	1.0	-0.37348241935160587	0.18674120968041968	0.18674120967118626	0	0.42882496444658796	0.055000000000000014	2.2915511465312295	-0.18137785815419974	0.37348241935160587	0.1	0.0	0.1	2.3474117430640256	0.0
1155.5245367443133	7.673634172533639e-08	2.352123829041375e-09	1155.5245369337981	348.578343328231	2.3102938335535792e-08	6.830718433612167e-10	348.5783433854159	348.57836670921495	2.3154627656207004e-08	7.109978505909634e-10	348.5783667664255	105.2473253199263	6.971137714177087e-09	2.065130008546344e-10	105.24732533719204	1.0356296085988106	9.142838451678849e-14	2.773478653875403e-13	1.0356296085994927	1.0	-0.3780959818024222	0.18904799090632554	0.18904799089609664	0	0.4317002165866279	0.056000000000000015	2.3224798103894937	-0.18366310416601736	0.3780959818024222	0.1	0.0	0.1	2.3316665275262163	0.0
1131.8608914842632	1.7078811254123138e-07	-2.2405529875868524e-08	1131.860891747772	349.8727637679303	5.28036128889193e-08	-7.072820918216124e-09	349.8727638496034	349.87278703960965	5.284529932361705e-08	-6.931231844462021e-09	349.87278712115034	108.24932297016288	1.633846506468692e-08	-2.1879944363382107e-09	108.24932299543599	1.036646029376925	-4.4481662403688206e-13	1.497583904277208e-13	1.0366460293771524	1.0	-0.3827717355986983	0.19138586780414926	0.191385867794549	0	0.43458749686074377	0.05699999999999999	2.353748100325346	-0.18597940298059015	0.3827717355986983	0.1	0.0	0.1	2.316066308742978	0.0
1108.9243302813388	5.734753472097509e-08	-2.1879031919525005e-09	1108.9243304181177	351.1345455828004	1.8148046265749268e-08	-7.194962940969061e-10	351.13454562615215	351.13456872532805	1.816885038249479e-08	-6.927684398338798e-10	351.134568768676	111.28889039339266	5.749724095267852e-09	-2.2783038136533697e-10	111.28889040713175	1.0376688909143468	6.17457552548551e-13	-4.1395437819710554e-14	1.037668890915029	1.0	-0.3875103615494064	0.1937551807782902	0.19375518077111614	0	0.43748671265690114	0.05799999999999999	2.385357639269218	-0.18832709418510937	0.3875103615494064	0.1	0.0	0.1	2.3006099834112366	0.0
1086.6944665237768	-9.024995506479172e-08	7.513563105021603e-10	1086.6944665370756	352.3683397573442	-2.93214794578744e-08	2.580878799809511e-10	352.3683397616229	352.36836275196043	-2.9288071180715627e-08	2.437669377200575e-10	352.3683627562804	114.36724102058811	-9.51540612796901e-09	8.374004187572144e-11	114.36724102197809	1.0386978096369148	4.967261595714978e-13	4.942799240179857e-14	1.038697809637597	1.0	-0.39231254368256324	0.19615627184394263	0.1961562718386206	0	0.4403977709633375	0.05899999999999999	2.4173100289573064	-0.1907065189892553	0.39231254368256324	0.1	0.0	0.1	2.2852964429917293	0.0
1065.1508929545416	-6.907874876560527e-07	-5.601765451501706e-08	1065.1508922812668	353.57847891410387	-2.2918058858275685e-07	-1.87059923433556e-08	353.57847869078404	353.57850174270396	-2.2955837625653064e-07	-1.8612794283916596e-08	353.57850151901675	117.48561001698643	-7.615993008285269e-08	-6.21527125604048e-09	117.4856099427918	1.0397324061336803	8.231863503397024e-14	9.568475368064693e-13	1.0397324061391373	1.0	-0.39717896920853774	0.19858948460685255	0.19858948460168513	0	0.4433205784090602	0.059999999999999984	2.4496068499742267	-0.193118020198976	0.39717896920853774	0.1	0.0	0.1	2.2701245741966263	0.0
1044.2732773573969	-4.300536460277726e-08	8.362235348613467e-10	1044.2732773925006	354.7689955253604	-1.4714996174295765e-08	3.0084175067042457e-10	354.7689955372997	354.7690181704374	-1.4651349302034112e-08	2.85276624483664e-10	354.76901818234745	120.64525176348727	-5.012752026566089e-09	1.0270599557454087e-10	120.64525176753796	1.040772305460223	3.401099862149263e-12	7.957040548393748e-13	1.0407723054593134	1.0	-0.40211032847739103	0.2010551642398268	0.2010551642375642	0	0.4462550413051964	0.061	2.482249661791944	-0.19556194219711392	0.40211032847739103	0.1	0.0	0.1	2.255093259469052	0.0
1024.0414436087742	-2.7623709542012875e-07	9.36985173893845e-08	1024.0414432206944	355.943639325552	-9.625120101049816e-08	3.324524079761287e-08	355.94363918987256	355.94366176963746	-9.598375012341384e-08	3.256254990454653e-08	355.9436616347791	123.84743756178452	-3.344408429025812e-08	1.1553901179821983e-08	123.84743751463547	1.0418171373539735	2.1648291153565253e-12	7.477635469678084e-13	1.041817137354542	1.0	-0.40710731493704827	0.2035536574702084	0.20355365746683984	0	0.44920106568449386	0.061999999999999986	2.5152400028264608	-0.1980386309226861	0.40710731493704827	0.1	0.0	0.1	2.2402013774542304	0.0
1004.435441113078	8.571883114427692e-08	-8.198753675969783e-09	1004.4354412827546	357.1058943496246	3.04940326518558e-08	-2.865098109107694e-09	357.10589440997546	357.10591657758766	3.04941028936299e-08	-2.918536135153133e-09	357.10591663799164	127.09345369712668	1.0848104451517076e-08	-1.01974693970875e-09	127.093453718611	1.042866536556403	-1.0712288410324633e-13	1.2236281786615746e-12	1.0428665365543566	1.0	-0.4121706250871904	0.20608531254404203	0.20608531254314832	0	0.45215855734032084	0.06299999999999999	2.548579390501034	-0.20054843385469556	0.4121706250871904	0.1	0.0	0.1	2.225447803461996	0.0
985.435603527412	-1.0998221000591002e-08	-1.2421708106558071e-09	985.4356035441311	358.25899543126724	-3.991510635078542e-09	-4.3188608775410077e-10	358.2589954373407	358.2590174269668	-3.999365446795099e-09	-4.521659003283557e-10	358.2590174330546	130.3845998030972	-1.4514025234154784e-09	-1.572075316625401e-10	130.38459980530868	1.0439201429672949	4.3033074821731983e-13	4.4912440835954636e-14	1.0439201429674085	1.0	-0.4173009584443163	0.20865047922406788	0.20865047922024843	0	0.4551274218652441	0.064	2.5822693213197208	-0.2030916999853899	0.4173009584443163	0.1	0.0	0.1	2.2108314099204427	0.0
967.0225965483747	-9.603156314597072e-08	5.494776189607364e-09	967.0225964950216	359.4059435763598	-3.570373364472579e-08	2.0648998864045754e-09	359.40594355654156	359.4059653248095	-3.57170331633266e-08	2.044062572050928e-09	359.4059653049725	133.7221873063873	-1.3279313859887857e-08	7.681970627702649e-10	133.7221872990187	1.0449776019218007	-1.629935324491729e-13	3.6707446542953296e-13	1.0449776019212322	1.0	-0.4224990174937575	0.21124950874750323	0.21124950874625426	0	0.4581075646881676	0.06500000000000002	2.616311270951151	-0.20566877980623494	0.4224990174937575	0.1	0.0	0.1	2.1963510668204957	0.0
949.1774581552926	-1.9030795783692156e-07	-8.391211281377764e-09	949.1774579208824	360.54952100242684	-7.248801478408277e-08	-3.043596402735791e-09	360.549520913121	360.5495424890339	-7.241890149339072e-08	-3.192777427669116e-09	360.54954239988155	137.10753821252945	-2.7584112266570543e-08	-1.1581708914453035e-09	137.10753817856428	1.0460385643472137	7.41670158638698e-13	-5.460684781556232e-13	1.0460385643486916	1.0	-0.4277655076490569	0.21388275382334573	0.2138827538257112	0	0.4610988911108774	0.06599999999999999	2.6507066943205078	-0.20828002528697392	0.4277655076490569	0.1	0.0	0.1	2.182005642151215	0.0
931.8816311263154	-1.0443796938375272e-06	3.8592884976651476e-07	931.8816294006215	361.6923054149983	-4.049307427725901e-07	1.5015052785646578e-07	361.69230474563494	361.6923266259032	-4.0574778231981766e-07	1.4996931076913556e-07	361.6923259553459	140.54198407054756	-1.5731789904842327e-07	5.834783359176134e-08	140.54198381045228	1.0471026869744264	4.739461117892618e-13	2.4541064884078173e-12	1.047102686980793	1.0	-0.433101137214053	0.2165505686055146	0.21655056860853847	0	0.46410130634371327	0.06700000000000002	2.68545702571073	-0.21092578985227917	0.433101137214053	0.1	0.0	0.1	2.1677940023256626	0.0
915.1169871734363	-2.8596261358870834e-08	4.672671138905571e-10	915.1169871755332	362.83668289165075	-1.1390807800813457e-08	1.8200086980715542e-10	362.83668289243866	362.8367038141089	-1.1353106772286442e-08	1.8468802690496797e-10	362.8367038149477	144.02686484527624	-4.52232826353367e-09	7.186709368392197e-11	144.02686484559155	1.0481696324879977	-1.5525017641514918e-13	-4.0061929744044344e-13	1.0481696324876566	1.0	-0.43850661734267093	0.21925330867053616	0.21925330867213483	0	0.46711471554025397	0.068	2.7205636788703145	-0.21360642836076443	0.43850661734267093	0.1	0.0	0.1	2.153715012597188	0.0
898.8658494637782	-6.077780057012205e-08	4.957801280625063e-09	898.8658494030594	363.98486168794005	-2.4651939945682684e-08	2.013842086640929e-09	363.9848616632923	363.9848823089037	-2.4634355423105648e-08	2.0088278992948196e-09	363.98488228431887	147.5635285757893	-9.99175125191714e-09	8.161292568067456e-10	147.56352856580938	1.0492390696823577	8.061556079980729e-13	9.083136135598771e-13	1.0492390696815619	1.0	-0.44398266199199027	0.22199133099530588	0.22199133099668444	0	0.47013902383124234	0.069	2.7560280471316156	-0.2163222970913336	0.44398266199199027	0.1	0.0	0.1	2.139767537465987	0.0
883.1110044948862	-3.4270541959813272e-09	2.533315779373879e-09	883.1110045275544	365.1388831742025	-1.413274371966637e-09	1.0228160208559949e-09	365.1388831877561	365.13890348153905	-1.4233144478639058e-09	1.045118759358816e-09	365.13890349505186	151.1533303259467	-5.870382318547035e-10	4.21910491341069e-10	151.15333033155306	1.050310673603576	-4.3070584110692703e-13	-9.02352131525109e-14	1.0503106736038035	1.0	-0.4495299878809178	0.22476499393839922	0.2247649939425186	0	0.47317413635750294	0.07000000000000002	2.7918515035341303	-0.2190737537239743	0.4495299878809178	0.1	0.0	0.1	2.1259504410758425	0.0
867.8357136972703	-9.639305176278867e-08	4.0322234440282045e-10	867.83571363324	366.3006337010816	-4.07309833977217e-08	1.5792641162567212e-10	366.3006336740379	366.30065368312466	-4.073493092728223e-08	1.7013230085478445e-10	366.30065365607703	154.79763188100677	-1.7212584882273048e-08	6.668345529819321e-11	154.7976318695829	1.0513841256753267	1.2055333132553802e-14	3.2249008059854803e-13	1.051384125674872	1.0	-0.45514931446044726	0.2275746572279528	0.22757465723249443	0	0.47621995830200164	0.07100000000000001	2.8280354009561606	-0.22186115730944184	0.45514931446044726	0.1	0.0	0.1	2.112262587600938	0.0
853.0237194677362	2.4318190128269634e-08	-1.8850911942536186e-09	853.0237194475031	367.47185511567966	1.0474534149283586e-08	-8.188649454142898e-10	367.47185510695675	367.4718747612627	1.0475433033549632e-08	-8.139083858455778e-10	367.47187475248336	158.49780128177053	4.511914032134591e-09	-3.5337959870850083e-10	158.4978012779854	1.0524591137991592	-7.745218959112629e-13	9.223440798104093e-13	1.052459113798136	1.0	-0.46084136386528113	0.23042068193149975	0.2304206819337814	0	0.4792763949209998	0.07199999999999998	2.864581072252782	-0.22468486825791895	0.46084136386528113	0.1	0.0	0.1	2.098702841622675	0.0
838.6592482912404	2.606844162755806e-08	2.5516513346701686e-09	838.6592483164319	368.6541547867123	1.1472572759619118e-08	1.1044697429607473e-09	368.6541547978157	368.6541740852662	1.1459436236329286e-08	1.1226637553091174e-09	368.6541740963453	162.25521251033408	5.043292670650442e-09	4.859234400998742e-10	162.25521251521724	1.053535332456704	3.1230914035763984e-13	-6.816218057346787e-14	1.0535353324565904	1.0	-0.46660686087277836	0.23330343043355214	0.23330343043922624	0	0.4823433515742896	0.073	2.9014898304010495	-0.22754524832078782	0.46660686087277836	0.1	0.0	0.1	2.085270068496438	0.0
824.727010916544	8.173797105825997e-08	-1.3139903387582308e-08	824.7270110346226	369.849014960577	3.6695944063302076e-08	-5.859376134415343e-09	369.849015013557	369.84903390187253	3.665110397234776e-08	-5.897499899559249e-09	369.84903395487356	166.0712452339515	1.645441521014019e-08	-2.6298728237097432e-09	166.07124525773216	1.0546124827922085	2.415600780377825e-13	-2.688180425326631e-13	1.0546124827918675	1.0	-0.4724465328681795	0.23622326643129327	0.23622326643688624	0	0.4854207337545383	0.07400000000000001	2.938762968648184	-0.23044266056632445	0.4724465328681795	0.1	0.0	0.1	2.0719631347082643	0.0
811.2122002923576	1.781768048658705e-07	1.7063150892226986e-08	811.2122005640662	371.057801599369	8.162165824502015e-08	7.808280647003114e-09	371.05780172381	371.0578201738353	8.161760040371108e-08	7.815687954602166e-09	371.0578202983136	169.9472846507316	3.738842676191271e-08	3.576540492067843e-09	169.94728470774203	1.055690272680863	-3.5569695873736507e-13	-1.0955670434950257e-14	1.0556902726810904	1.0	-0.47836110980141927	0.23918055489777987	0.23918055490363938	0	0.4885084471156946	0.07500000000000001	2.97640176067106	-0.23337746936460485	0.47836110980141927	0.1	0.0	0.1	2.0587809082213924	0.0
798.1004871914322	9.254640040978757e-07	3.55778748684088e-08	798.1004876713127	372.2817725350044	4.323333039103279e-07	1.6634748246742768e-08	372.2817727592473	372.28179073338725	4.316768283692281e-07	1.6615067604567826e-08	372.2817909574579	173.88472134226402	2.0165941287939856e-07	7.768460246912217e-09	173.88472144696934	1.0567684167873495	1.0779047016924438e-12	-2.8399573244075775e-13	1.0567684167851894	1.0	-0.48435132415415255	0.24217566207460905	0.24217566207954355	0	0.4916063975005316	0.076	3.014407460735932	-0.2363500403623099	0.48435132415415255	0.1	0.0	0.1	2.045722258812676	0.0
785.3780142270093	-5.781668477311541e-08	-3.6559644200906405e-09	785.3780141877681	373.52208512830936	-2.753245101086083e-08	-1.745625988777612e-09	373.522085109625	373.5221029418523	-2.753218448559922e-08	-1.7415699986078592e-09	373.5221029231577	177.88495119408017	-1.3110894078318516e-08	-8.315516315787703e-10	177.8849511851789	1.057846636605973	6.566506092599246e-15	5.509628667392719e-15	1.0578466366060866	1.0	-0.4904179108904528	0.24520895544217516	0.24520895544827753	0	0.49471449096726366	0.07699999999999999	3.0527813038644798	-0.23936074047437578	0.4904179108904528	0.1	0.0	0.1	2.0327860583988797	0.0
773.0313889562284	7.349765951403242e-08	-6.293227272635704e-09	773.0313890244698	374.7798036670171	3.568189693873905e-08	-3.0685858985318102e-09	374.77980370016	374.77982108738837	3.5665323600765916e-08	-3.054296574728644e-09	374.77982112050836	181.9493754788716	1.7314910349853116e-08	-1.4892693860175933e-09	181.94937549495697	1.0589246605112521	-5.863170696659862e-14	4.9545285963115014e-14	1.0589246605110247	1.0	-0.49656160743492994	0.2482808037142737	0.24828080372065625	0	0.4978326338152885	0.07799999999999999	3.0915245060067225	-0.24240993784888282	0.49656160743492994	0.1	0.0	0.1	2.019971181352858	0.0
761.0476747758781	3.9482812796975963e-08	-5.0278163854500235e-09	761.0476748152906	376.0559057988152	1.953385691404379e-08	-2.4822941555448e-09	376.05590581830694	376.0559228180764	1.9518111839179276e-08	-2.4887064557848755e-09	376.0559228375331	186.0794007506268	9.656467717008532e-09	-1.2287209572432306e-09	186.07940076024934	1.0600022237634903	5.779985440485867e-14	-6.26653627789581e-14	1.060002223763945	1.0	-0.5027831536135985	0.2513915768034093	0.2513915768101892	0	0.5009607326100486	0.079	3.130638264215926	-0.2454980018695082	0.5027831536135985	0.1	0.0	0.1	2.0072765048096683	0.0
