SigmaE11	SigmaE12	SigmaE21	SigmaE22	SigmaAlpha11	SigmaAlpha12	SigmaAlpha21	SigmaAlpha22	SigmaAlphaBar11	SigmaAlphaBar12	SigmaAlphaBar21	SigmaAlphaBar22	SigmaKappa11	SigmaKappa12	SigmaKappa21	SigmaKappa22	rhoH	S	Ttt	Txx	Tyy	FreeEnergy	InternalEnergy	rho	T	Ax	Ay	Gx	Gy	mu	Q
6995422230725061.0	6457984085508869.0	-2791248126529613.0	1005673162924174.1	418690259254696.44	546657482414261.9	-176840530242854.62	16831077724727.693	451074726900839.7	416419954596357.6	-179983629988310.7	64847228995712.14	26997740539498.355	35249248216251.805	-11402927693762.295	1085291714742.0624	0.02149380514014977	1.0974252088267828	-0.42272393448183426	0.21136016111785472	0.21136002203022403	-0.21135963238425898	0.42272393448183426	0.5956736845571559	0.035	0.0	0.0	0.1	0.1	27.71373801300994	15.5083444350517
-8772032475549403.0	1.4415721049658308e+16	-2.4414664106099396e+16	3.7828951978883704e+16	-634997914214598.0	807271968320256.0	-1704915311389835.8	2281283957232876.0	-598416701141505.0	983421830591476.1	-1665536783473296.5	2580642138973167.5	-43318735779331.04	55071048762386.195	-116307115735300.97	155626238714857.03	0.022739568540109074	1.1307599971100293	-0.42495172027765105	0.21247443999925716	0.21247413455888747	-0.21247408400702728	0.42495172027765105	0.5967184443887172	0.036000000000000004	0.0	0.0	0.09999999999999999	0.09999999999999999	26.241414534139903	14.658736059365998
-1881625934719095.0	119693213943100.69	9945212672067.453	-1510342588702219.5	-128109564839222.77	8763121876985.861	-13392463857167.742	-109588871967404.08	-135592357532317.78	8625245198689.263	716664671486.4817	-108837207494257.25	-9231738146499.744	631481705645.6697	-965077975411.1031	-7897113467234.368	0.02402042386682814	1.1642583830931366	-0.4272468082166418	0.2136215282899538	0.21362266005504915	-0.21362148223088862	0.4272468082166418	0.5977907302730844	0.037	0.0	0.0	0.1	0.1	24.886768592721662	13.877079571174823
956756942010185.8	-2682404044973233.0	689593696566723.6	1064831333361675.8	-120300958255542.0	-433366912240087.9	299162171942765.94	375741092188644.8	72722246864102.52	-203887153134169.2	52415405455318.56	80936885527750.08	-9143969173473.117	-32939834759330.023	22739051440497.7	28559747270523.758	0.025336371120307104	1.1979244177758845	-0.4296094989554277	0.21480274074606248	0.21480289989467985	-0.21480202327776632	0.4296094989554277	0.5988903943577104	0.038	0.0	0.0	0.1	0.1	23.637575859371708	13.156317128073637
-899528764906967.6	1201153392002720.2	1124871626486346.2	-1548167209766849.0	-77629790482201.52	103200797692641.78	93626071451441.16	-129918412997624.47	-72018279678643.52	96167020218802.78	90059731894446.62	-123949720622692.2	-6215214210431.4795	8262486094101.108	7495912150958.178	-10401557979789.66	0.026687410300545254	1.231762115531147	-0.4320386991225867	0.21601636228825283	0.21601645862012173	-0.21601730949614245	0.4320386991225867	0.6000172861130144	0.039	0.0	0.0	0.1	0.1	22.483158888604876	12.490283979578127
690820838202172.9	-1148664342157023.2	-719095404252202.4	755205799913627.0	55839327034625.98	-93997053803855.06	-61902077348778.15	66546665471198.49	58181362219387.98	-96741227918742.42	-60562663821745.76	63603903885276.86	4702822979027.843	-7916490546448.914	-5213431594991.689	5604601705918.952	0.028073541407542146	1.2657754535959258	-0.43453640924380166	0.21726620900421448	0.2172656698083735	-0.21726586132416553	0.43453640924380166	0.6011712524241302	0.04	0.0	0.0	0.09999999999999999	0.09999999999999999	21.414158039296566	11.873576208086458
10755534.269323217	18.76415110181279	28.219874090820742	10755579.158837294	566.535220133416	0.0009884256661261538	0.001486398919463938	566.5375846576343	566.5352202746133	0.0009883849427721578	0.0014864596199742647	566.5375847485711	0.029841963995214906	5.206444383803839e-08	7.829488751045398e-08	0.029842088542253117	1.754530027326086e-05	0.03041049875893004	-0.38508158065689513	0.19255438920021303	0.19255438919442466	-0.1928459334269677	0.38508158065689513	0.5775501394230773	0.001	0.01	0.01	0.1	0.1	32905.88562992246	18997.721932938333
21660777.61708642	0.7424176764383016	2.0648260106599516	21660780.062078662	4560.389652771284	0.00015568665269940623	0.00043484104116814105	4560.3901666938045	4560.389652711889	0.00015630691452299294	0.000434727436827059	4560.390167484433	0.9601326570879827	3.277792457992824e-08	9.15512517783314e-08	0.9601327652900157	7.02062678358882e-05	0.060801960627416045	-0.3864663608115634	0.19361441707376342	0.19361441708637508	-0.1919544316742049	0.3864663608115634	0.5778074843851498	0.002	0.01	0.01	0.1	0.1	8227.120883801535	4749.430483234583
10773777.996262353	2.2754454300953015	0.8068014618742193	10773775.551644092	5103.80550829598	0.0010780859843850536	0.0003814591158403103	5103.804351975575	5103.805509825604	0.0010779401795853046	0.00038220340659312913	5103.804351744422	2.417809409892103	5.107184908430275e-07	1.807072332994518e-07	2.417808862112185	0.00015793206625310828	0.0911990020895683	-0.3846891401243865	0.19167431461287743	0.1916743145810854	-0.19403360636633937	0.3846891401243865	0.5779637750327722	0.003	0.01	0.01	0.1	0.1	3656.979213517336	2110.8579925487034
4692025.861049819	0.48374388108654337	-0.07774684717897073	4692025.41320591	3951.5268104668626	0.0004073823081187772	-6.53639140166196e-05	3951.5264330912755	3951.5268102574687	0.00040740019483917895	-6.547834213502334e-05	3951.526433090246	3.3279183426519765	3.430897898976669e-07	-5.504948391393151e-08	3.327918024832039	0.0002807572301648872	0.12161599916405727	-0.3772885062934375	0.18374691224362516	0.18374691221960096	-0.20170707492784	0.3772885062934375	0.5780322786745666	0.004	0.01	0.01	0.1	0.1	2057.4295691322045	1187.3576208086458
