SigmaE11	SigmaE12	SigmaE21	SigmaE22	SigmaAlpha11	SigmaAlpha12	SigmaAlpha21	SigmaAlpha22	SigmaAlphaBar11	SigmaAlphaBar12	SigmaAlphaBar21	SigmaAlphaBar22	SigmaKappa11	SigmaKappa12	SigmaKappa21	SigmaKappa22	SigmaQ011	SigmaQ012	SigmaQ021	SigmaQ022	Mu	Ttt	Txx	Tyy	Txy	rho	MuRho	T	S	Omega	EInternal	A0	B	P	muTB	c1
2493.811377081611	1.6943641867328552e-07	-3.535689074851689e-08	2493.811384231397	209.04928429307128	1.4382645353207827e-08	-3.1754640975097163e-09	209.04928489311638	209.04929472468157	1.4207956239801832e-08	-2.964931717171218e-09	209.04929532433803	17.531098572038726	1.2060464923357697e-09	-2.662966418282497e-10	17.531098622364883	1.0066469851185502	4.394657599168138e-16	-1.4421121861883535e-12	1.0066469851253714	1.0	-0.24586295976342878	0.1229314799203221	0.12293147984310668	0	0.336430924922916	1.0273008623635558	0.019999999999999993	1.4088667021659427	-0.11874529920280605	0.24586295976342878	0.1	0.0	0.10000000000000002	2.997725422294234	0.0
2062.636241557883	4.2385107690279256e-07	1.077404476745869e-08	2062.636244558056	278.5280308857367	5.7159906480352576e-08	7.411452246766192e-10	278.528031291399	278.5280482553033	5.727318706486783e-08	1.457541823675546e-09	278.5280486606966	37.629503982203076	7.723785477161037e-09	1.0056395781679601e-10	37.629504037017526	1.012764838986186	4.796468752936734e-13	9.327517145513984e-12	1.012764838988005	1.0	-0.2761368672573122	0.13806843366219823	0.138068433595114	0	0.3611085402390875	1.0260035464689639	0.02999999999999999	1.6235338869972993	-0.1336776895916943	0.2761368672573122	0.1	0.0	0.1	2.7912242752478287	0.0
1647.168448059374	-4.686844761181419e-07	-1.6030895721996785e-08	1647.1684485337241	318.14240719100144	-8.997133651278207e-08	-3.2599040986138723e-09	318.1424072834247	318.14242911712324	-9.057796875656707e-08	-3.097717831351369e-09	318.1424292088367	61.48572632603757	-1.7387961145204606e-08	-6.299085604709397e-10	61.485726343907146	1.0205650172501919	-2.7371179215733893e-12	5.742118589520112e-13	1.020565017250874	1.0	-0.31099014611052644	0.1554950730829587	0.1554950730275677	0	0.3871993334128909	1.024780261092886	0.039999999999999994	1.8672063774095482	-0.1508974423987464	0.31099014611052644	0.1	0.0	0.1	2.601717865394446	0.0
1313.9493101344146	-8.30919759664539e-08	3.590642450035375e-09	1313.9493102912816	339.8384289123643	-2.1333952734728474e-08	8.874707015559007e-10	339.83842895312745	339.83845250282343	-2.151950984285789e-08	9.30255109829339e-10	339.8384525434362	87.96438390218445	-5.525035236693926e-09	2.298987248424867e-10	87.9643839127382	1.02968676738692	2.185474813568146e-12	-5.218783474337712e-13	1.029686767389876	1.0	-0.35102365515769096	0.1755118275995234	0.17551182755816758	0	0.41463102744831204	1.0236335065383095	0.049999999999999996	2.1419424566790806	-0.17070449512457508	0.35102365515769096	0.1	0.0	0.1	2.4283509581069276	0.0
1065.1878847369728	-1.0689234386518365e-08	8.253095984400716e-10	1065.187884783573	353.59078008839674	-3.5707977609617357e-09	2.6524638464196673e-10	353.5907801038269	353.5908029177346	-3.559642539177728e-09	2.7396648786594155e-10	353.59080293322836	117.48970048180028	-1.1891202022150313e-09	8.796256563949596e-11	117.48970048693049	1.0397311281251405	-1.4456108778759447e-13	-7.671050429150772e-13	1.0397311281246857	1.0	-0.39687751204229266	0.19843875603462333	0.19843875600766928	0	0.4433194125896509	1.0225639893426186	0.059999999999999984	2.4496054902439615	-0.1934182299619959	0.39687751204229266	0.1	0.0	0.1	2.2701245741966263	0.0
883.1317703791549	8.580649080158764e-08	-5.241812317535732e-09	883.1317704826632	365.14749271344834	3.5492196370077933e-08	-2.1608773403310553e-09	365.1474927562605	365.1475130212575	3.551687543812901e-08	-2.16865138045657e-09	365.14751306408954	151.15689965474454	1.4690895592132838e-08	-8.93969049105149e-10	151.15689967246033	1.050309626739022	1.6216293423073127e-13	1.7847492466889245e-13	1.050309626739022	1.0	-0.449227031393086	0.2246135157038011	0.22461351568928492	0	0.47317309300394284	1.0215710670182383	0.07000000000000002	2.7918502493441624	-0.21937557906494826	0.449227031393086	0.1	0.0	0.1	2.1259504410758425	0.0
749.4262566725249	8.326784106671425e-08	-2.4018257382962815e-09	749.4262567413522	377.35729180436414	4.198826968358751e-08	-1.225227311908568e-09	377.3572918390805	377.35730841533547	4.203232526340798e-08	-1.2106868867090335e-09	377.35730845004554	190.27947324406676	2.1195039990552094e-08	-6.175980152245225e-10	190.2794732615745	1.0610782407760553	3.131334621347342e-14	1.5872656406343326e-14	1.0610782407762827	1.0	-0.5087785297697672	0.2543892648870652	0.254389264882702	0	0.5040977573017527	1.0206530548628963	0.08000000000000002	3.17012259839356	-0.24892903540347028	0.5087785297697672	0.1	0.0	0.1	1.994700908962646	0.0
649.9112148762418	1.4310629126157437e-08	2.14134487919182e-09	649.911214863996	391.5203278413113	8.623971427654837e-09	1.284855123200812e-09	391.52032783390194	391.5203400348453	8.652660253889597e-09	1.290747102966387e-09	391.52034002746115	236.24976823918485	5.21431578141681e-09	7.744812154141998e-10	236.24976823471727	1.0717555638765361	-6.754884303160251e-14	2.35379763103007e-14	1.071755563876991	1.0	-0.5762652334702234	0.28813261673402424	0.2881326167361992	0	0.5359996789833129	1.0198074378175508	0.09	3.5856692309669485	-0.2824446763001149	0.5762652334702234	0.1	0.0	0.1	1.8752507613188503	0.0
574.5848338694367	4.455171875861197e-08	-4.9379664801563194e-09	574.5848339155028	408.18360578743574	3.1758131258725404e-08	-3.5611939336247436e-09	408.1836058203594	408.18361318022755	3.170625567982505e-08	-3.509905610250434e-09	408.1836132130014	290.5197434567484	2.2601297263084662e-08	-2.531258731974585e-09	290.5197434801723	1.0821277579876778	-2.1853292848374784e-13	1.5987677387402632e-13	1.0821277579880189	1.0	-0.6524434535630226	0.32622172677714034	0.32622172678588224	0	0.5687883448206409	1.019031036392003	0.1	4.03955391842637	-0.3203002831002554	0.6524434535630226	0.1	0.0	0.1	1.7665093782759966	0.0
135.18676789522215	1.4190675301506417e-09	-1.6825651982799172e-11	135.18676848244516	0.49331652147158367	5.5123434736183575e-12	-1.834693030199813e-12	0.4933165255961182	0.4933143085044222	5.207384511945664e-12	-6.237026559589737e-14	0.4933143129041922	0.001813923300362975	2.0093053707568296e-14	-6.815023121557852e-15	0.0018139233336034802	1.02448076055461	-1.0142117609669778e-11	-4.9566132457106e-12	1.0244814880542492	1.0	-0.3030926407535121	0.15154619211596768	0.15154644863754438	0	0.36025938115837874	1.749763245748159	0.000999999999999994	1.3159538256850585	-0.05848269423055169	0.3030926407535121	0.5	0.0	0.1	3.4390600442094232	0.0
133.76548092079184	3.829185857284756e-10	-5.852029971720185e-11	133.76549107506793	0.9826647625422713	4.081114107392593e-12	-4.603480064024689e-12	0.9826648430207655	0.9826598495352097	2.845957950973672e-12	-4.3352732406742453e-13	0.9826599307940301	0.007274768358401649	3.045864434394083e-14	-3.413501605024514e-14	0.007274769036809463	1.0292671844275958	2.9746057665033792e-12	-9.63235125789778e-13	1.0292678698276063	1.0	-0.3057773024931617	0.15288852811164008	0.15288877438152162	0	0.36240754495377586	1.7461372435096925	0.0019999999999999944	1.331922850870544	-0.05929408816235526	0.3057773024931617	0.5	0.0	0.1	3.414200799486534	0.0
