SigmaEL	SigmaET	SigmaAlphaL	SigmaAlphaT	SigmaAlphaBarL	SigmaAlphaBarT	SigmaKappaL	SigmaKappaT	basis_angle	rhoH	Trace	TRatio	Omega	rho	S	T	Mu	EInternal	Txx	Tyy	murh	ax	Gmu	ay	Ax	Ay	Gx	Gy	mu	Q
21.02532885261226	3.661206347859228e-12	0.8468337722976214	5.99753942193279e-15	0.8468350112760425	4.1947711405261957e-13	0.07733228055825457	8.068549595551572e-15	0.0	0.07553041819149317	0.43775079422253343	0.11566845444153018	-4.163180490770612	1.5782015435487333	3.8546311965927	0.0405	1.0	3.784530504328769	2.1111419795402484	2.111139319011054	20.909076569296115	2.0	0.09565223951290586	2.0	2.0	2.0	0.2	0.2	20.909076569296115	11.582211207400293
13.616934860171526	7.449400487880573e-10	0.48820162374523546	4.672588417580436e-11	0.48820187265043885	8.038259064376184e-11	0.05215692857487816	5.125531500064539e-12	0.0	0.07415483135840349	0.44589096834773867	0.11899081636045777	-4.34689094031458	1.54953615931288	3.5019336725028136	0.0405	1.0	3.7472721171775585	2.0965898296445324	2.0965732558807644	20.909076569296115	2.0	0.09565223951290586	2.0	2.0	2.0	0.4	0.4	20.909076569296115	11.582211207400293
16.923345030205546	7.708680698978454e-11	0.8513904728986511	5.19212654852661e-12	0.8513905409050073	6.140669905564502e-12	0.06868867388584736	4.0588459705464896e-13	0.0	0.07093419835143336	0.4480607900632335	0.12050630890268013	-4.662616240069141	1.482362285826997	3.236815608965016	0.0405	1.0	3.7181521377862765	2.0831323914056283	2.083080536443882	20.909076569296115	2.0	0.09565223951290586	2.0	2.0	2.0	0.6000000000000001	0.6000000000000001	20.909076569296115	11.582211207400293
41.12794315209816	1.0387734129899823e-11	2.3412112871464297	7.715088552770521e-13	2.3412112894021746	8.3167602590083e-13	0.15308808914635444	6.521897848587192e-14	0.0	0.05923852281736749	0.42673428045593786	0.11569396772927511	-5.607331674338442	1.2382406865463889	3.117850311057338	0.0405	1.0	3.688474765205562	2.057706874892006	2.057502170769494	20.909076569296115	2.0	0.09565223951290586	2.0	2.0	2.0	1.0	1.0	20.909076569296115	11.582211207400293
36.53852552580749	3.462880589916173e-12	1.9500847756307194	3.0803529615191205e-13	1.9501115822720732	7.133540207485487e-13	0.16639496630937683	6.170856818958374e-14	0.0	0.07769221699184428	0.4237425696958368	0.11070656439809985	-4.090890688157785	1.5856252663444952	4.020954403544297	0.041	1.0	3.8276191840988054	2.125681256068532	2.1256804977261106	20.42234101867728	2.0	0.09793196569241976	2.0	2.0	2.0	0.1	0.1	20.42234101867728	11.301440769148323
20.794879900877046	1.8529294038786143e-12	0.8591962843766752	4.486829630329738e-14	0.8591975290884727	1.6021449371568092e-13	0.08041051472015709	2.129426922003848e-15	0.0	0.0773363302342602	0.4287854426919053	0.1123350951908076	-4.135500026427309	1.5783854389749257	3.9069005933813035	0.041	1.0	3.8170212253222258	2.122904617449298	2.122902050564833	20.42234101867728	2.0	0.09793196569241976	2.0	2.0	2.0	0.2	0.2	20.42234101867728	11.301440769148323
13.460764156697877	5.528108759601455e-13	0.49424905229547195	2.9225458480390735e-14	0.49424929847309884	8.963099189978191e-14	0.054130093746955016	1.838529323221738e-14	0.0	0.07593035306057126	0.43685467521288623	0.11556482295993227	-4.318526318129653	1.549763263068649	3.553370305789476	0.041	1.0	3.7801699861933686	2.108520198401375	2.1085044630048806	20.42234101867728	2.0	0.09793196569241976	2.0	2.0	2.0	0.4	0.4	20.42234101867728	11.301440769148323
16.59618287435391	9.864955334277885e-11	0.8552395387722849	3.7516702616113665e-12	0.8552396069667123	7.255411956544661e-12	0.07107668036033979	2.6988183166005657e-13	0.0	0.07264689021202614	0.4390283252158337	0.11702139277163832	-4.63289593614101	1.482863458443125	3.2822927651614577	0.041	1.0	3.7516928727089804	2.095385170127689	2.0953360277971256	20.42234101867728	2.0	0.09793196569241976	2.0	2.0	2.0	0.6	0.6	20.42234101867728	11.301440769148323
40.19145910324704	3.7944350162995646e-11	2.345383505137195	2.517635855845756e-12	2.3453835074367544	2.4370418025372357e-12	0.15747775906180317	1.6112161118115578e-13	0.0	0.060680717616328025	0.4182622796821912	0.11225111653765825	-5.573458370772589	1.238883480348126	3.160104035599435	0.041	1.0	3.726130238908329	2.0722932860683074	2.0720992325222123	20.42234101867728	2.0	0.09793196569241976	2.0	2.0	2.0	1.0	1.0	20.42234101867728	11.301440769148323
36.14387461278162	8.174677840026845e-13	1.977286979429686	2.4079560886590727e-13	1.9773137827199383	2.6829007850002633e-14	0.17289367889800164	2.51299803034708e-14	0.0	0.07952481203060179	0.41512365212556895	0.10756926727091827	-4.064338917064328	1.5857959614578658	4.073141210308383	0.0415	1.0	3.8591287517099144	2.1371265713903935	2.13712583244509	19.953072412153283	2.0	0.10023518978369533	2.0	2.0	2.0	0.09999999999999999	0.09999999999999999	19.953072412153283	11.030757400457734
