SigmaEL	SigmaET	SigmaAlphaL	SigmaAlphaT	SigmaAlphaBarL	SigmaAlphaBarT	SigmaKappaL	SigmaKappaT	basis_angle	rhoH	S	Ttt	Txx	Tyy	rho	EInternal	T	Ax	Ay	Gx	Gy	mu	Q
104.81796077944074	1.8785332180863007e-09	0.4266074775717005	6.909903050994632e-12	0.42665447099026316	1.3542103279485509e-11	0.0033387512786457953	5.050971197305316e-14	0.0	0.01095956509158889	0.9554510442437343	92.30481115053263	92.60845021315093	-184.91326136368363	12.718416545067797	-92.30481115053263	0.012499999999999997	2.4	2.4	0.09999999999999999	0.09999999999999999	211.45637753765845	121.58542037080532
101.01941959133849	6.64380560115585e-11	0.4458634203606043	1.4493206299417723e-13	0.4459043086683787	8.215475804878804e-13	0.0037707114150816626	2.3015735945135026e-15	0.0	0.011495957656481669	0.9924960900793385	304.34698464131395	304.6498415914037	-608.9968262327177	12.710774028663591	-304.34698464131395	0.012999999999999998	2.4	2.4	0.1	0.1	195.56836600749511	112.41255581620315
97.56619909557885	1.618784343767124e-11	0.4664069369813893	1.3922557524052957e-14	0.46644154111553965	6.128082948221988e-14	0.004255374097255759	5.3975089534668055e-17	0.0	0.012025136817287367	1.0311644434373153	479.4337079295925	479.7355538311543	-959.1692617607467	12.738006266537326	-479.4337079295925	0.013499999999999998	2.4	2.4	0.1	0.1	181.41276278321007	104.23990086660264
94.32691473364568	3.6130537743508245e-10	0.48703537702645566	7.263106085603015e-13	0.4870637482998515	4.2016927364320396e-12	0.004782763216185005	9.815197776648265e-15	0.0	0.012607847835943884	1.0697264551524355	616.6337519213519	616.9344787831121	-1233.568230704464	12.7760810676784	-616.6337519213519	0.014	2.4	2.4	0.09999999999999999	0.09999999999999999	168.7465562932672	96.92715271907312
88.39079885129178	8.358030760546864e-11	0.5278156200606996	7.721550255558821e-14	0.5278325114625407	8.37355259188227e-13	0.00596053005966276	1.5820727533483219e-15	0.0	0.01394582958889158	1.1462917917565452	779.6038668698724	779.9024065711388	-1559.5062734410114	12.851045648247037	-779.6038668698724	0.015000000000000001	2.4	2.4	0.09999999999999999	0.09999999999999999	147.10800790473036	84.43431970194814
76.23684231237905	2.330166289955804e-11	0.6282545901083152	6.446510913418569e-14	0.628252963249628	8.412853052480577e-13	0.009694071396473767	2.1186159408810326e-15	0.0	0.018018929975813423	1.3379646814535027	729.8566554868287	730.152010797021	-1460.0086662838498	12.96733112630124	-729.8566554868287	0.0175	2.4	2.4	0.10000000000000002	0.10000000000000002	108.3075251069757	62.0333777402068
66.99544339239533	2.433170876153107e-10	0.7289698132314432	2.0002805732950256e-12	0.7289648669752612	5.1340976311452495e-12	0.014745565846378875	4.265877978080786e-14	0.0	0.022916906016718218	1.5318832633779094	515.4146261573591	515.7102818574006	-1031.12490801476	13.004712888140352	-515.4146261573591	0.02	2.4	2.4	0.09999999999999999	0.09999999999999999	83.12406323694964	47.49430483234583
59.78166699669591	9.759748261298218e-11	0.8308026655382329	7.276403369677475e-13	0.8308042254244483	2.906254771453388e-12	0.021339275361161543	2.2298710746315648e-14	0.0	0.028560175524951038	1.727973502284934	414.4556531786817	414.7535550890022	-829.2092082676841	13.003223901268253	-414.4556531786817	0.022499999999999996	2.4	2.4	0.09999999999999999	0.09999999999999999	65.85790118400057	37.526364311976955
54.01138211543093	5.522294188771426e-11	0.9340024607671932	4.741593342493859e-13	0.9340144215461649	1.87908626628002e-12	0.029703896046805348	1.595408249702978e-14	0.0	0.03490220031706574	1.9259014553065372	407.33061536488066	407.631581692538	-814.9621970574187	12.989973266424656	-407.33061536488066	0.024999999999999994	2.4	2.4	0.09999999999999999	0.09999999999999999	53.5070488257657	30.39635509270133
45.38645590262145	5.7869007762806346e-11	1.1449042012957942	9.66158256758329e-13	1.14493485616057	2.815258669300206e-12	0.05268559258113527	4.871368388839513e-14	0.0	0.049575342021362476	2.3261107163866437	441.66223155780733	441.9702866104793	-883.6325181682868	12.958173274876183	-441.66223155780733	0.030000000000000002	2.4	2.4	0.09999999999999999	0.09999999999999999	37.417137506608974	21.108579925487035
39.274877096573746	1.059242461538129e-11	1.3621519416413739	4.596569967839982e-13	1.362192001360891	1.1133360089881756e-14	0.08562450363581184	5.136678240647107e-15	0.0	0.06676759574442107	2.7308772705311486	453.26069286935126	453.57677932137216	-906.8374721907235	12.92401113067286	-453.26069286935126	0.035	2.4	2.4	0.1	0.1	27.71373801300994	15.5083444350517
34.738290780935095	2.8112934072691e-13	1.5860260542946611	5.713809097834415e-14	1.5860686440823992	5.817117400630554e-14	0.13054252154873075	8.409085828858335e-15	0.0	0.08634141858048727	3.139325367633129	457.6629555816387	457.9881456529668	-915.6511012346056	12.886304399392671	-457.6629555816387	0.04	2.4	2.4	0.09999999999999999	0.09999999999999999	21.414158039296566	11.873576208086458
31.251185413600265	8.149388282252534e-13	1.816746479236477	2.5459342039937492e-14	1.8167886244429279	8.334322607906883e-14	0.18954891567292537	8.832556947056578e-15	0.0	0.10816628821420231	3.550951972992667	461.83911630096486	462.1746045735265	-924.0137208744914	12.844664490927922	-461.83911630096486	0.04499999999999999	2.4	2.4	0.09999999999999999	0.09999999999999999	17.093493694914624	9.381591077994239
28.496697483168646	1.4686585552304426e-12	2.054494854737699	1.3570819518954173e-13	2.054535622835285	4.624188845363359e-13	0.2648402604446298	4.24850679245801e-14	0.0	0.13211287038049807	3.9654502469420247	466.0966450183128	466.44370229924823	-932.540347317561	12.79918124358293	-466.0966450183128	0.04999999999999999	2.4	2.4	0.1	0.1	14.001275544296817	7.599088773175333
